model,game_id,treatment_loss_prob,language,personality_condition,framing,n_players,n_rounds,endowment,target,group_total,reached_target,loss_triggered,random_draw,round_totals,agent1_personality,agent1_contributions,agent1_total,agent1_savings,agent1_payoff,agent1_parse_fallbacks,agent2_personality,agent2_contributions,agent2_total,agent2_savings,agent2_payoff,agent2_parse_fallbacks,agent3_personality,agent3_contributions,agent3_total,agent3_savings,agent3_payoff,agent3_parse_fallbacks,agent4_personality,agent4_contributions,agent4_total,agent4_savings,agent4_payoff,agent4_parse_fallbacks,agent5_personality,agent5_contributions,agent5_total,agent5_savings,agent5_payoff,agent5_parse_fallbacks,agent6_personality,agent6_contributions,agent6_total,agent6_savings,agent6_payoff,agent6_parse_fallbacks
llama-3-1-8b,p90_climate_en_neutral_0,90,en,neutral,climate,6,10,40,120,176,True,False,0.8899,"[18, 16, 14, 22, 20, 14, 20, 18, 18, 16]",none,"[2, 2, 2, 4, 2, 2, 4, 4, 4, 2]",28,12,12,0,none,"[4, 4, 0, 4, 2, 2, 4, 4, 2, 4]",30,10,10,0,none,"[4, 2, 2, 4, 4, 2, 4, 4, 4, 4]",34,6,6,0,none,"[4, 2, 4, 2, 4, 2, 4, 4, 4, 2]",32,8,8,0,none,"[0, 2, 2, 4, 4, 4, 2, 2, 4, 4]",28,12,12,0,none,"[4, 4, 4, 4, 4, 2, 2, 0, 0, 0]",24,16,16,0
llama-3-1-8b,p90_climate_en_neutral_1,90,en,neutral,climate,6,10,40,120,178,True,False,0.205769,"[16, 20, 18, 18, 16, 22, 18, 18, 18, 14]",none,"[2, 4, 4, 0, 0, 2, 2, 4, 4, 4]",26,14,14,0,none,"[4, 4, 2, 2, 2, 4, 0, 4, 0, 0]",22,18,18,0,none,"[2, 4, 2, 4, 4, 4, 4, 4, 4, 4]",36,4,4,0,none,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 2]",38,2,2,0,none,"[4, 2, 2, 4, 2, 4, 4, 0, 2, 0]",24,16,16,0,none,"[0, 2, 4, 4, 4, 4, 4, 2, 4, 4]",32,8,8,0
llama-3-1-8b,p90_climate_en_neutral_2,90,en,neutral,climate,6,10,40,120,174,True,False,0.276254,"[16, 16, 16, 10, 20, 22, 16, 12, 24, 22]",none,"[2, 0, 2, 2, 4, 4, 2, 2, 4, 4]",26,14,14,0,none,"[2, 2, 4, 4, 4, 4, 0, 2, 4, 4]",30,10,10,0,none,"[4, 2, 2, 2, 0, 2, 2, 0, 4, 4]",22,18,18,0,none,"[2, 4, 4, 2, 4, 4, 4, 4, 4, 2]",34,6,6,0,none,"[2, 4, 2, 0, 4, 4, 4, 4, 4, 4]",32,8,8,0,none,"[4, 4, 2, 0, 4, 4, 4, 0, 4, 4]",30,10,10,0
llama-3-1-8b,p90_climate_en_neutral_3,90,en,neutral,climate,6,10,40,120,170,True,False,0.250678,"[12, 16, 20, 16, 24, 18, 12, 22, 10, 20]",none,"[4, 4, 2, 2, 4, 0, 4, 4, 2, 4]",30,10,10,0,none,"[4, 2, 4, 2, 4, 2, 2, 2, 0, 4]",26,14,14,0,none,"[2, 2, 4, 4, 4, 4, 2, 4, 4, 4]",34,6,6,0,none,"[0, 4, 4, 2, 4, 4, 0, 4, 0, 4]",26,14,14,0,none,"[0, 2, 2, 4, 4, 4, 2, 4, 0, 4]",26,14,14,0,none,"[2, 2, 4, 2, 4, 4, 2, 4, 4, 0]",28,12,12,0
llama-3-1-8b,p90_climate_en_neutral_4,90,en,neutral,climate,6,10,40,120,192,True,False,0.582648,"[10, 22, 20, 22, 12, 20, 20, 22, 22, 22]",none,"[0, 4, 4, 4, 0, 2, 4, 4, 4, 4]",30,10,10,0,none,"[2, 4, 2, 4, 4, 4, 4, 4, 4, 4]",36,4,4,0,none,"[2, 4, 4, 2, 4, 2, 4, 4, 2, 4]",32,8,8,0,none,"[0, 4, 4, 4, 4, 4, 4, 4, 4, 4]",36,4,4,0,none,"[4, 2, 2, 4, 0, 4, 0, 4, 4, 4]",28,12,12,0,none,"[2, 4, 4, 4, 0, 4, 4, 2, 4, 2]",30,10,10,0
llama-3-1-8b,p90_climate_en_neutral_5,90,en,neutral,climate,6,10,40,120,166,True,False,0.615713,"[18, 16, 16, 16, 10, 16, 18, 14, 22, 20]",none,"[4, 2, 4, 2, 2, 2, 4, 2, 4, 4]",30,10,10,0,none,"[0, 4, 2, 4, 0, 0, 0, 4, 4, 2]",20,20,20,0,none,"[4, 4, 4, 2, 2, 4, 4, 0, 2, 4]",30,10,10,0,none,"[4, 2, 0, 2, 2, 2, 4, 0, 4, 4]",24,16,16,1,none,"[4, 4, 2, 2, 0, 4, 4, 4, 4, 4]",32,8,8,0,none,"[2, 0, 4, 4, 4, 4, 2, 4, 4, 2]",30,10,10,0
llama-3-1-8b,p90_climate_en_neutral_6,90,en,neutral,climate,6,10,40,120,166,True,False,0.586011,"[18, 14, 14, 12, 20, 20, 16, 16, 16, 20]",none,"[2, 4, 2, 0, 2, 2, 2, 4, 4, 4]",26,14,14,0,none,"[2, 0, 4, 4, 4, 4, 4, 4, 4, 4]",34,6,6,0,none,"[2, 4, 2, 4, 4, 4, 2, 2, 2, 2]",28,12,12,0,none,"[4, 4, 2, 4, 4, 2, 4, 2, 2, 4]",32,8,8,0,none,"[4, 0, 2, 0, 4, 4, 4, 4, 2, 4]",28,12,12,0,none,"[4, 2, 2, 0, 2, 4, 0, 0, 2, 2]",18,22,22,0
llama-3-1-8b,p90_climate_en_neutral_7,90,en,neutral,climate,6,10,40,120,180,True,False,0.477888,"[18, 14, 22, 12, 18, 18, 20, 16, 24, 18]",none,"[4, 4, 4, 4, 2, 4, 4, 4, 4, 4]",38,2,2,0,none,"[4, 0, 4, 4, 4, 4, 4, 2, 4, 4]",34,6,6,0,none,"[2, 2, 2, 2, 0, 2, 2, 0, 4, 0]",16,24,24,0,none,"[0, 2, 4, 0, 4, 2, 4, 2, 4, 4]",26,14,14,0,none,"[4, 4, 4, 0, 4, 4, 4, 4, 4, 2]",34,6,6,0,none,"[4, 2, 4, 2, 4, 2, 2, 4, 4, 4]",32,8,8,0
llama-3-1-8b,p90_climate_en_neutral_8,90,en,neutral,climate,6,10,40,120,180,True,False,0.72615,"[18, 18, 18, 18, 12, 24, 18, 18, 24, 12]",none,"[2, 2, 4, 0, 0, 4, 2, 4, 4, 4]",26,14,14,0,none,"[4, 4, 4, 4, 0, 4, 0, 4, 4, 0]",28,12,12,0,none,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",40,0,0,0,none,"[2, 4, 4, 4, 2, 4, 4, 2, 4, 0]",30,10,10,0,none,"[4, 0, 2, 2, 2, 4, 4, 0, 4, 4]",26,14,14,0,none,"[2, 4, 0, 4, 4, 4, 4, 4, 4, 0]",30,10,10,0
llama-3-1-8b,p90_climate_en_neutral_9,90,en,neutral,climate,6,10,40,120,192,True,False,0.557625,"[14, 14, 18, 24, 18, 22, 24, 24, 18, 16]",none,"[2, 4, 2, 4, 4, 4, 4, 4, 4, 0]",32,8,8,0,none,"[4, 2, 4, 4, 4, 4, 4, 4, 2, 4]",36,4,4,0,none,"[2, 0, 4, 4, 2, 4, 4, 4, 2, 2]",28,12,12,0,none,"[2, 4, 4, 4, 4, 4, 4, 4, 4, 4]",38,2,2,0,none,"[2, 2, 4, 4, 2, 4, 4, 4, 4, 4]",34,6,6,0,none,"[2, 2, 0, 4, 2, 2, 4, 4, 2, 2]",24,16,16,0
