model,game_id,treatment_loss_prob,language,personality_condition,framing,n_players,n_rounds,endowment,target,group_total,reached_target,loss_triggered,random_draw,round_totals,agent1_personality,agent1_contributions,agent1_total,agent1_savings,agent1_payoff,agent1_parse_fallbacks,agent2_personality,agent2_contributions,agent2_total,agent2_savings,agent2_payoff,agent2_parse_fallbacks,agent3_personality,agent3_contributions,agent3_total,agent3_savings,agent3_payoff,agent3_parse_fallbacks,agent4_personality,agent4_contributions,agent4_total,agent4_savings,agent4_payoff,agent4_parse_fallbacks,agent5_personality,agent5_contributions,agent5_total,agent5_savings,agent5_payoff,agent5_parse_fallbacks,agent6_personality,agent6_contributions,agent6_total,agent6_savings,agent6_payoff,agent6_parse_fallbacks
llama-3-1-8b,p50_climate_ar_neutral_0,50,ar,neutral,climate,6,10,40,120,164,True,False,0.037751,"[16, 12, 22, 16, 16, 14, 20, 12, 16, 20]",none,"[4, 2, 4, 2, 2, 2, 2, 4, 2, 2]",26,14,14,0,none,"[4, 4, 4, 4, 4, 2, 4, 2, 0, 4]",32,8,8,0,none,"[4, 2, 4, 4, 2, 4, 4, 2, 4, 4]",34,6,6,0,none,"[0, 2, 4, 4, 2, 2, 4, 4, 4, 4]",30,10,10,0,none,"[0, 0, 2, 0, 4, 4, 4, 0, 4, 4]",22,18,18,0,none,"[4, 2, 4, 2, 2, 0, 2, 0, 2, 2]",20,20,20,0
llama-3-1-8b,p50_climate_ar_neutral_1,50,ar,neutral,climate,6,10,40,120,156,True,False,0.88783,"[16, 12, 16, 16, 16, 16, 8, 18, 20, 18]",none,"[2, 2, 4, 4, 4, 0, 2, 2, 2, 2]",24,16,16,0,none,"[4, 2, 2, 4, 4, 4, 0, 2, 4, 4]",30,10,10,0,none,"[0, 2, 2, 2, 0, 2, 0, 4, 4, 2]",18,22,22,0,none,"[2, 4, 2, 2, 2, 4, 4, 4, 2, 4]",30,10,10,0,none,"[4, 0, 2, 2, 4, 2, 2, 2, 4, 2]",24,16,16,0,none,"[4, 2, 4, 2, 2, 4, 0, 4, 4, 4]",30,10,10,0
llama-3-1-8b,p50_climate_ar_neutral_2,50,ar,neutral,climate,6,10,40,120,174,True,False,0.887205,"[14, 20, 14, 24, 16, 20, 18, 20, 16, 12]",none,"[4, 4, 2, 4, 4, 2, 2, 4, 4, 2]",32,8,8,0,none,"[4, 4, 2, 4, 0, 4, 2, 2, 4, 2]",28,12,12,0,none,"[4, 4, 2, 4, 0, 4, 4, 4, 4, 4]",34,6,6,0,none,"[0, 2, 2, 4, 4, 2, 4, 4, 0, 4]",26,14,14,0,none,"[2, 4, 4, 4, 4, 4, 4, 2, 2, 0]",30,10,10,0,none,"[0, 2, 2, 4, 4, 4, 2, 4, 2, 0]",24,16,16,0
llama-3-1-8b,p50_climate_ar_neutral_3,50,ar,neutral,climate,6,10,40,120,172,True,False,0.571677,"[16, 18, 18, 18, 20, 16, 14, 16, 18, 18]",none,"[2, 4, 4, 4, 4, 0, 2, 4, 2, 2]",28,12,12,0,none,"[4, 4, 2, 2, 4, 2, 2, 2, 4, 4]",30,10,10,0,none,"[4, 4, 2, 4, 2, 4, 4, 2, 2, 4]",32,8,8,0,none,"[4, 0, 2, 2, 4, 2, 2, 4, 4, 2]",26,14,14,0,none,"[0, 2, 4, 2, 4, 4, 2, 4, 4, 4]",30,10,10,0,none,"[2, 4, 4, 4, 2, 4, 2, 0, 2, 2]",26,14,14,0
llama-3-1-8b,p50_climate_ar_neutral_4,50,ar,neutral,climate,6,10,40,120,170,True,False,0.939046,"[16, 18, 22, 18, 16, 10, 18, 18, 14, 20]",none,"[2, 2, 4, 4, 4, 2, 4, 4, 0, 4]",30,10,10,0,none,"[4, 4, 2, 2, 2, 2, 2, 2, 4, 4]",28,12,12,0,none,"[4, 4, 4, 4, 0, 0, 2, 2, 4, 2]",26,14,14,0,none,"[4, 2, 4, 0, 2, 2, 4, 4, 0, 4]",26,14,14,0,none,"[2, 4, 4, 4, 4, 4, 4, 2, 2, 4]",34,6,6,0,none,"[0, 2, 4, 4, 4, 0, 2, 4, 4, 2]",26,14,14,0
llama-3-1-8b,p50_climate_ar_neutral_5,50,ar,neutral,climate,6,10,40,120,176,True,False,0.99394,"[18, 18, 18, 16, 20, 14, 14, 20, 16, 22]",none,"[4, 2, 2, 4, 2, 0, 4, 4, 2, 4]",28,12,12,0,none,"[4, 4, 0, 0, 4, 4, 2, 4, 4, 2]",28,12,12,0,none,"[2, 4, 4, 4, 2, 4, 4, 4, 4, 4]",36,4,4,0,none,"[4, 2, 4, 4, 4, 2, 2, 2, 2, 4]",30,10,10,0,none,"[0, 4, 4, 0, 4, 2, 2, 2, 0, 4]",22,18,18,0,none,"[4, 2, 4, 4, 4, 2, 0, 4, 4, 4]",32,8,8,0
llama-3-1-8b,p50_climate_ar_neutral_6,50,ar,neutral,climate,6,10,40,120,170,True,False,0.261147,"[18, 16, 6, 18, 18, 18, 16, 20, 20, 20]",none,"[4, 4, 2, 4, 4, 4, 4, 4, 2, 4]",36,4,4,0,none,"[4, 4, 0, 4, 4, 2, 0, 4, 4, 0]",26,14,14,0,none,"[4, 2, 2, 0, 4, 2, 4, 4, 4, 4]",30,10,10,0,none,"[4, 2, 0, 4, 2, 2, 2, 2, 4, 4]",26,14,14,0,none,"[0, 2, 2, 2, 0, 4, 2, 2, 4, 4]",22,18,18,0,none,"[2, 2, 0, 4, 4, 4, 4, 4, 2, 4]",30,10,10,0
llama-3-1-8b,p50_climate_ar_neutral_7,50,ar,neutral,climate,6,10,40,120,158,True,False,0.325925,"[16, 16, 20, 18, 16, 20, 16, 12, 14, 10]",none,"[2, 4, 0, 2, 2, 4, 2, 0, 2, 0]",18,22,22,0,none,"[4, 2, 4, 2, 4, 4, 2, 2, 4, 2]",30,10,10,0,none,"[2, 4, 4, 4, 2, 4, 2, 0, 2, 4]",28,12,12,0,none,"[2, 4, 4, 2, 2, 4, 4, 2, 2, 0]",26,14,14,0,none,"[2, 0, 4, 4, 2, 2, 4, 4, 0, 2]",24,16,16,0,none,"[4, 2, 4, 4, 4, 2, 2, 4, 4, 2]",32,8,8,0
llama-3-1-8b,p50_climate_ar_neutral_8,50,ar,neutral,climate,6,10,40,120,156,True,False,0.594946,"[6, 18, 16, 16, 10, 16, 20, 18, 20, 16]",none,"[0, 4, 4, 2, 2, 2, 4, 2, 4, 4]",28,12,12,0,none,"[0, 4, 4, 4, 4, 4, 4, 4, 4, 4]",36,4,4,1,none,"[0, 4, 4, 2, 0, 0, 2, 4, 4, 4]",24,16,16,0,none,"[0, 0, 2, 4, 0, 4, 4, 2, 4, 4]",24,16,16,0,none,"[2, 4, 2, 4, 4, 2, 2, 4, 4, 0]",28,12,12,0,none,"[4, 2, 0, 0, 0, 4, 4, 2, 0, 0]",16,24,24,0
llama-3-1-8b,p50_climate_ar_neutral_9,50,ar,neutral,climate,6,10,40,120,178,True,False,0.216394,"[16, 18, 14, 16, 14, 20, 20, 20, 22, 18]",none,"[2, 2, 4, 2, 4, 4, 4, 4, 4, 4]",34,6,6,0,none,"[2, 4, 4, 2, 2, 4, 2, 4, 4, 2]",30,10,10,0,none,"[0, 2, 0, 2, 0, 4, 4, 4, 2, 2]",20,20,20,0,none,"[4, 4, 2, 4, 2, 2, 2, 4, 4, 4]",32,8,8,0,none,"[4, 2, 0, 4, 4, 2, 4, 2, 4, 4]",30,10,10,0,none,"[4, 4, 4, 2, 2, 4, 4, 2, 4, 2]",32,8,8,0
