model,game_id,treatment_loss_prob,language,personality_condition,framing,n_players,n_rounds,endowment,target,group_total,reached_target,loss_triggered,random_draw,round_totals,agent1_personality,agent1_contributions,agent1_total,agent1_savings,agent1_payoff,agent1_parse_fallbacks,agent2_personality,agent2_contributions,agent2_total,agent2_savings,agent2_payoff,agent2_parse_fallbacks,agent3_personality,agent3_contributions,agent3_total,agent3_savings,agent3_payoff,agent3_parse_fallbacks,agent4_personality,agent4_contributions,agent4_total,agent4_savings,agent4_payoff,agent4_parse_fallbacks,agent5_personality,agent5_contributions,agent5_total,agent5_savings,agent5_payoff,agent5_parse_fallbacks,agent6_personality,agent6_contributions,agent6_total,agent6_savings,agent6_payoff,agent6_parse_fallbacks
llama-3-1-8b,p10_climate_vn_neutral_0,10,vn,neutral,climate,6,10,40,120,158,True,False,0.002287,"[12, 14, 18, 22, 12, 14, 16, 18, 14, 18]",none,"[2, 2, 4, 4, 2, 4, 4, 4, 2, 4]",32,8,8,1,none,"[0, 2, 4, 4, 0, 0, 4, 4, 4, 4]",26,14,14,1,none,"[2, 0, 2, 4, 4, 0, 4, 2, 0, 0]",18,22,22,2,none,"[2, 4, 2, 4, 0, 2, 0, 4, 4, 4]",26,14,14,1,none,"[4, 2, 2, 2, 4, 4, 0, 2, 4, 4]",28,12,12,0,none,"[2, 4, 4, 4, 2, 4, 4, 2, 0, 2]",28,12,12,1
llama-3-1-8b,p10_climate_vn_neutral_1,10,vn,neutral,climate,6,10,40,120,176,True,False,0.707669,"[18, 16, 12, 14, 24, 16, 14, 22, 18, 22]",none,"[0, 4, 4, 4, 4, 4, 4, 2, 0, 2]",28,12,12,2,none,"[4, 2, 4, 2, 4, 2, 2, 4, 4, 4]",32,8,8,3,none,"[4, 4, 0, 4, 4, 4, 4, 4, 4, 4]",36,4,4,1,none,"[4, 2, 0, 4, 4, 0, 2, 4, 2, 4]",26,14,14,0,none,"[4, 2, 2, 0, 4, 4, 2, 4, 4, 4]",30,10,10,1,none,"[2, 2, 2, 0, 4, 2, 0, 4, 4, 4]",24,16,16,1
llama-3-1-8b,p10_climate_vn_neutral_2,10,vn,neutral,climate,6,10,40,120,148,True,False,0.6144,"[14, 20, 12, 16, 16, 18, 16, 14, 12, 10]",none,"[2, 4, 4, 2, 2, 0, 2, 4, 0, 4]",24,16,16,1,none,"[2, 4, 2, 2, 4, 2, 4, 4, 2, 4]",30,10,10,3,none,"[2, 4, 2, 4, 2, 4, 2, 2, 2, 0]",24,16,16,2,none,"[0, 4, 0, 4, 4, 4, 4, 4, 4, 2]",30,10,10,1,none,"[4, 0, 2, 0, 0, 4, 0, 0, 0, 0]",10,30,30,2,none,"[4, 4, 2, 4, 4, 4, 4, 0, 4, 0]",30,10,10,2
llama-3-1-8b,p10_climate_vn_neutral_3,10,vn,neutral,climate,6,10,40,120,158,True,False,0.991972,"[14, 10, 14, 16, 14, 22, 12, 18, 20, 18]",none,"[2, 2, 4, 2, 2, 2, 0, 0, 2, 4]",20,20,20,3,none,"[4, 2, 2, 4, 4, 4, 4, 4, 4, 4]",36,4,4,0,none,"[4, 0, 0, 4, 4, 4, 0, 2, 2, 0]",20,20,20,3,none,"[0, 4, 4, 4, 0, 4, 4, 4, 4, 2]",30,10,10,0,none,"[2, 0, 0, 2, 4, 4, 0, 4, 4, 4]",24,16,16,3,none,"[2, 2, 4, 0, 0, 4, 4, 4, 4, 4]",28,12,12,0
llama-3-1-8b,p10_climate_vn_neutral_4,10,vn,neutral,climate,6,10,40,120,170,True,False,0.212911,"[22, 18, 18, 24, 14, 14, 12, 18, 18, 12]",none,"[4, 2, 4, 4, 4, 2, 4, 4, 4, 4]",36,4,4,1,none,"[4, 4, 4, 4, 4, 4, 2, 2, 0, 0]",28,12,12,0,none,"[4, 0, 4, 4, 0, 4, 2, 4, 4, 0]",26,14,14,0,none,"[4, 4, 2, 4, 4, 0, 2, 4, 2, 4]",30,10,10,0,none,"[2, 4, 2, 4, 2, 0, 2, 4, 4, 0]",24,16,16,0,none,"[4, 4, 2, 4, 0, 4, 0, 0, 4, 4]",26,14,14,4
llama-3-1-8b,p10_climate_vn_neutral_5,10,vn,neutral,climate,6,10,40,120,126,True,False,0.901567,"[4, 14, 16, 12, 16, 14, 14, 12, 12, 12]",none,"[0, 2, 4, 4, 2, 2, 4, 2, 2, 0]",22,18,18,0,none,"[0, 0, 2, 2, 2, 2, 2, 2, 2, 2]",16,24,24,1,none,"[0, 2, 2, 2, 0, 4, 0, 2, 4, 4]",20,20,20,2,none,"[0, 4, 2, 0, 4, 0, 4, 0, 2, 4]",20,20,20,1,none,"[2, 2, 2, 2, 4, 2, 2, 4, 0, 2]",22,18,18,3,none,"[2, 4, 4, 2, 4, 4, 2, 2, 2, 0]",26,14,14,3
llama-3-1-8b,p10_climate_vn_neutral_6,10,vn,neutral,climate,6,10,40,120,154,True,False,0.906352,"[10, 20, 16, 20, 8, 14, 12, 16, 18, 20]",none,"[2, 4, 4, 2, 0, 4, 4, 2, 0, 2]",24,16,16,2,none,"[2, 2, 2, 4, 2, 4, 2, 4, 4, 2]",28,12,12,2,none,"[0, 4, 4, 4, 4, 2, 2, 4, 4, 4]",32,8,8,1,none,"[4, 4, 2, 4, 2, 0, 2, 4, 4, 4]",30,10,10,4,none,"[0, 2, 0, 2, 0, 2, 2, 2, 2, 4]",16,24,24,2,none,"[2, 4, 4, 4, 0, 2, 0, 0, 4, 4]",24,16,16,0
llama-3-1-8b,p10_climate_vn_neutral_7,10,vn,neutral,climate,6,10,40,120,158,True,False,0.51753,"[18, 18, 20, 12, 18, 14, 16, 16, 14, 12]",none,"[2, 2, 4, 4, 2, 4, 4, 4, 0, 0]",26,14,14,3,none,"[4, 2, 4, 2, 2, 2, 2, 0, 4, 2]",24,16,16,1,none,"[2, 2, 4, 0, 4, 0, 2, 2, 4, 4]",24,16,16,2,none,"[2, 4, 2, 2, 2, 2, 4, 2, 4, 4]",28,12,12,1,none,"[4, 4, 2, 0, 4, 4, 0, 4, 0, 2]",24,16,16,3,none,"[4, 4, 4, 4, 4, 2, 4, 4, 2, 0]",32,8,8,2
llama-3-1-8b,p10_climate_vn_neutral_8,10,vn,neutral,climate,6,10,40,120,178,True,False,0.207362,"[16, 20, 22, 18, 22, 20, 16, 18, 14, 12]",none,"[0, 2, 4, 4, 4, 4, 2, 2, 4, 4]",30,10,10,1,none,"[4, 2, 4, 4, 4, 4, 0, 4, 2, 2]",30,10,10,1,none,"[0, 4, 4, 4, 4, 0, 4, 2, 2, 2]",26,14,14,2,none,"[4, 4, 4, 4, 2, 4, 4, 4, 2, 0]",32,8,8,4,none,"[4, 4, 2, 0, 4, 4, 2, 2, 0, 4]",26,14,14,1,none,"[4, 4, 4, 2, 4, 4, 4, 4, 4, 0]",34,6,6,2
llama-3-1-8b,p10_climate_vn_neutral_9,10,vn,neutral,climate,6,10,40,120,186,True,False,0.460095,"[16, 18, 18, 14, 18, 18, 20, 20, 20, 24]",none,"[4, 2, 4, 0, 4, 4, 4, 2, 4, 4]",32,8,8,2,none,"[2, 2, 4, 4, 4, 4, 0, 4, 4, 4]",32,8,8,0,none,"[2, 4, 2, 2, 4, 2, 4, 4, 2, 4]",30,10,10,0,none,"[4, 4, 2, 4, 2, 4, 4, 2, 4, 4]",34,6,6,1,none,"[4, 4, 4, 2, 4, 2, 4, 4, 2, 4]",34,6,6,1,none,"[0, 2, 2, 2, 0, 2, 4, 4, 4, 4]",24,16,16,2
