model,game_id,treatment_loss_prob,language,personality_condition,framing,n_players,n_rounds,endowment,target,group_total,reached_target,loss_triggered,random_draw,round_totals,agent1_personality,agent1_contributions,agent1_total,agent1_savings,agent1_payoff,agent1_parse_fallbacks,agent2_personality,agent2_contributions,agent2_total,agent2_savings,agent2_payoff,agent2_parse_fallbacks,agent3_personality,agent3_contributions,agent3_total,agent3_savings,agent3_payoff,agent3_parse_fallbacks,agent4_personality,agent4_contributions,agent4_total,agent4_savings,agent4_payoff,agent4_parse_fallbacks,agent5_personality,agent5_contributions,agent5_total,agent5_savings,agent5_payoff,agent5_parse_fallbacks,agent6_personality,agent6_contributions,agent6_total,agent6_savings,agent6_payoff,agent6_parse_fallbacks
llama-3-1-8b,p90_climate_vn_neutral_0,90,vn,neutral,climate,6,10,40,120,170,True,False,0.750746,"[16, 14, 20, 12, 24, 16, 16, 18, 16, 18]",none,"[4, 2, 4, 4, 4, 4, 0, 4, 4, 4]",34,6,6,2,none,"[2, 4, 4, 2, 4, 2, 4, 4, 2, 2]",30,10,10,1,none,"[4, 2, 0, 2, 4, 2, 4, 4, 4, 4]",30,10,10,2,none,"[4, 0, 4, 4, 4, 4, 4, 4, 0, 0]",28,12,12,2,none,"[0, 4, 4, 0, 4, 0, 0, 0, 4, 4]",20,20,20,0,none,"[2, 2, 4, 0, 4, 4, 4, 2, 2, 4]",28,12,12,0
llama-3-1-8b,p90_climate_vn_neutral_1,90,vn,neutral,climate,6,10,40,120,162,True,False,0.661911,"[20, 16, 16, 10, 18, 16, 18, 20, 12, 16]",none,"[4, 0, 2, 0, 2, 4, 4, 4, 4, 2]",26,14,14,3,none,"[2, 2, 2, 0, 4, 2, 4, 4, 0, 0]",20,20,20,1,none,"[2, 4, 4, 2, 4, 2, 4, 4, 0, 2]",28,12,12,3,none,"[4, 4, 4, 4, 2, 2, 2, 4, 4, 4]",34,6,6,1,none,"[4, 2, 0, 0, 2, 4, 0, 0, 4, 4]",20,20,20,0,none,"[4, 4, 4, 4, 4, 2, 4, 4, 0, 4]",34,6,6,1
llama-3-1-8b,p90_climate_vn_neutral_2,90,vn,neutral,climate,6,10,40,120,148,True,False,0.397284,"[16, 14, 12, 16, 16, 16, 16, 10, 16, 16]",none,"[4, 2, 4, 4, 2, 4, 2, 2, 2, 0]",26,14,14,1,none,"[2, 0, 4, 2, 4, 2, 4, 2, 4, 4]",28,12,12,1,none,"[2, 2, 2, 2, 2, 2, 4, 4, 4, 4]",28,12,12,1,none,"[4, 2, 0, 2, 4, 0, 4, 0, 4, 2]",22,18,18,1,none,"[4, 4, 0, 4, 0, 4, 2, 0, 2, 4]",24,16,16,2,none,"[0, 4, 2, 2, 4, 4, 0, 2, 0, 2]",20,20,20,2
llama-3-1-8b,p90_climate_vn_neutral_3,90,vn,neutral,climate,6,10,40,120,164,True,False,0.022223,"[6, 16, 14, 14, 24, 18, 20, 12, 22, 18]",none,"[2, 2, 4, 4, 4, 4, 4, 0, 4, 2]",30,10,10,1,none,"[2, 4, 0, 0, 4, 2, 4, 2, 4, 4]",26,14,14,2,none,"[0, 4, 2, 2, 4, 4, 4, 0, 4, 2]",26,14,14,2,none,"[0, 2, 4, 2, 4, 4, 2, 4, 4, 4]",30,10,10,3,none,"[2, 0, 2, 2, 4, 4, 2, 2, 2, 2]",22,18,18,4,none,"[0, 4, 2, 4, 4, 0, 4, 4, 4, 4]",30,10,10,1
llama-3-1-8b,p90_climate_vn_neutral_4,90,vn,neutral,climate,6,10,40,120,146,True,False,0.877202,"[10, 10, 12, 10, 20, 16, 18, 16, 18, 16]",none,"[2, 2, 2, 2, 4, 4, 4, 4, 2, 4]",30,10,10,1,none,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 4]",24,16,16,2,none,"[4, 0, 2, 2, 4, 4, 2, 2, 2, 4]",26,14,14,2,none,"[0, 4, 0, 4, 2, 0, 4, 4, 4, 0]",22,18,18,1,none,"[2, 0, 2, 0, 4, 4, 2, 4, 2, 2]",22,18,18,1,none,"[0, 2, 4, 0, 4, 2, 4, 0, 4, 2]",22,18,18,1
llama-3-1-8b,p90_climate_vn_neutral_5,90,vn,neutral,climate,6,10,40,120,168,True,False,0.39398,"[10, 12, 20, 20, 18, 18, 20, 20, 12, 18]",none,"[0, 4, 4, 4, 4, 4, 4, 2, 0, 4]",30,10,10,0,none,"[0, 2, 4, 4, 4, 4, 4, 2, 4, 4]",32,8,8,2,none,"[2, 2, 2, 2, 4, 4, 4, 4, 2, 4]",30,10,10,1,none,"[4, 0, 4, 2, 2, 2, 2, 4, 0, 4]",24,16,16,2,none,"[4, 2, 2, 4, 0, 0, 2, 4, 4, 0]",22,18,18,1,none,"[0, 2, 4, 4, 4, 4, 4, 4, 2, 2]",30,10,10,1
llama-3-1-8b,p90_climate_vn_neutral_6,90,vn,neutral,climate,6,10,40,120,148,True,False,0.942587,"[16, 16, 12, 14, 12, 14, 16, 16, 16, 16]",none,"[4, 4, 2, 2, 0, 4, 2, 0, 4, 4]",26,14,14,1,none,"[4, 2, 4, 2, 2, 4, 4, 4, 2, 0]",28,12,12,0,none,"[4, 2, 2, 4, 4, 4, 4, 2, 0, 2]",28,12,12,2,none,"[2, 4, 0, 2, 4, 2, 2, 2, 4, 2]",24,16,16,1,none,"[0, 4, 2, 2, 0, 0, 0, 4, 2, 4]",18,22,22,0,none,"[2, 0, 2, 2, 2, 0, 4, 4, 4, 4]",24,16,16,1
llama-3-1-8b,p90_climate_vn_neutral_7,90,vn,neutral,climate,6,10,40,120,178,True,False,0.975304,"[10, 22, 24, 18, 12, 18, 18, 16, 20, 20]",none,"[0, 4, 4, 2, 4, 0, 4, 0, 2, 2]",22,18,18,1,none,"[4, 4, 4, 4, 2, 4, 2, 4, 2, 4]",34,6,6,0,none,"[0, 4, 4, 4, 0, 2, 4, 2, 4, 4]",28,12,12,2,none,"[4, 4, 4, 2, 0, 4, 4, 4, 4, 4]",34,6,6,1,none,"[0, 2, 4, 4, 2, 4, 2, 4, 4, 4]",30,10,10,0,none,"[2, 4, 4, 2, 4, 4, 2, 2, 4, 2]",30,10,10,1
llama-3-1-8b,p90_climate_vn_neutral_8,90,vn,neutral,climate,6,10,40,120,166,True,False,0.574299,"[18, 14, 22, 20, 14, 16, 18, 12, 22, 10]",none,"[4, 4, 4, 2, 4, 4, 2, 4, 4, 2]",34,6,6,1,none,"[4, 2, 2, 4, 2, 2, 4, 2, 4, 4]",30,10,10,2,none,"[4, 0, 4, 4, 2, 2, 4, 2, 4, 4]",30,10,10,1,none,"[4, 0, 4, 4, 2, 4, 0, 4, 2, 0]",24,16,16,2,none,"[2, 4, 4, 2, 4, 4, 4, 0, 4, 0]",28,12,12,1,none,"[0, 4, 4, 4, 0, 0, 4, 0, 4, 0]",20,20,20,0
llama-3-1-8b,p90_climate_vn_neutral_9,90,vn,neutral,climate,6,10,40,120,174,True,False,0.724747,"[20, 16, 18, 18, 16, 22, 12, 22, 14, 16]",none,"[2, 4, 4, 4, 4, 4, 4, 4, 4, 2]",36,4,4,2,none,"[4, 4, 0, 2, 2, 4, 2, 2, 2, 2]",24,16,16,1,none,"[2, 2, 4, 2, 2, 4, 0, 4, 2, 4]",26,14,14,1,none,"[4, 4, 4, 4, 2, 2, 0, 4, 2, 0]",26,14,14,4,none,"[4, 0, 2, 2, 4, 4, 4, 4, 4, 4]",32,8,8,2,none,"[4, 2, 4, 4, 2, 4, 2, 4, 0, 4]",30,10,10,1
