model,game_id,treatment_loss_prob,language,personality_condition,framing,n_players,n_rounds,endowment,target,group_total,reached_target,loss_triggered,random_draw,round_totals,agent1_personality,agent1_contributions,agent1_total,agent1_savings,agent1_payoff,agent1_parse_fallbacks,agent2_personality,agent2_contributions,agent2_total,agent2_savings,agent2_payoff,agent2_parse_fallbacks,agent3_personality,agent3_contributions,agent3_total,agent3_savings,agent3_payoff,agent3_parse_fallbacks,agent4_personality,agent4_contributions,agent4_total,agent4_savings,agent4_payoff,agent4_parse_fallbacks,agent5_personality,agent5_contributions,agent5_total,agent5_savings,agent5_payoff,agent5_parse_fallbacks,agent6_personality,agent6_contributions,agent6_total,agent6_savings,agent6_payoff,agent6_parse_fallbacks
llama-3-1-8b,p50_climate_vn_neutral_0,50,vn,neutral,climate,6,10,40,120,184,True,False,0.820583,"[16, 18, 12, 22, 14, 22, 22, 22, 22, 14]",none,"[4, 2, 4, 4, 2, 4, 4, 4, 4, 4]",36,4,4,0,none,"[0, 4, 0, 4, 4, 4, 4, 4, 4, 2]",30,10,10,2,none,"[4, 4, 4, 2, 2, 4, 2, 4, 4, 0]",30,10,10,3,none,"[0, 2, 0, 4, 2, 4, 4, 2, 4, 4]",26,14,14,2,none,"[4, 4, 2, 4, 4, 2, 4, 4, 4, 4]",36,4,4,3,none,"[4, 2, 2, 4, 0, 4, 4, 4, 2, 0]",26,14,14,1
llama-3-1-8b,p50_climate_vn_neutral_1,50,vn,neutral,climate,6,10,40,120,168,True,False,0.746815,"[12, 18, 12, 16, 18, 22, 22, 20, 14, 14]",none,"[4, 4, 0, 2, 2, 4, 4, 4, 0, 2]",26,14,14,3,none,"[0, 4, 0, 2, 4, 4, 4, 2, 2, 2]",24,16,16,2,none,"[4, 4, 0, 4, 4, 4, 2, 4, 4, 2]",32,8,8,2,none,"[0, 0, 4, 4, 4, 2, 4, 4, 4, 4]",30,10,10,3,none,"[2, 4, 4, 4, 2, 4, 4, 2, 0, 4]",30,10,10,2,none,"[2, 2, 4, 0, 2, 4, 4, 4, 4, 0]",26,14,14,2
llama-3-1-8b,p50_climate_vn_neutral_2,50,vn,neutral,climate,6,10,40,120,182,True,False,0.639832,"[20, 20, 14, 18, 18, 20, 24, 12, 20, 16]",none,"[4, 4, 4, 4, 4, 2, 4, 2, 4, 2]",34,6,6,1,none,"[4, 4, 2, 2, 4, 2, 4, 2, 4, 0]",28,12,12,1,none,"[0, 2, 4, 2, 2, 4, 4, 0, 4, 4]",26,14,14,1,none,"[4, 4, 0, 4, 4, 4, 4, 2, 4, 2]",32,8,8,1,none,"[4, 4, 2, 2, 0, 4, 4, 2, 0, 4]",26,14,14,2,none,"[4, 2, 2, 4, 4, 4, 4, 4, 4, 4]",36,4,4,0
llama-3-1-8b,p50_climate_vn_neutral_3,50,vn,neutral,climate,6,10,40,120,168,True,False,0.200889,"[16, 14, 10, 18, 14, 22, 20, 16, 14, 24]",none,"[4, 2, 2, 4, 2, 4, 4, 0, 0, 4]",26,14,14,2,none,"[4, 4, 0, 4, 2, 4, 4, 2, 2, 4]",30,10,10,1,none,"[4, 2, 4, 2, 2, 2, 2, 4, 2, 4]",28,12,12,2,none,"[0, 4, 0, 4, 4, 4, 4, 4, 4, 4]",32,8,8,1,none,"[0, 0, 2, 4, 2, 4, 2, 2, 2, 4]",22,18,18,3,none,"[4, 2, 2, 0, 2, 4, 4, 4, 4, 4]",30,10,10,0
llama-3-1-8b,p50_climate_vn_neutral_4,50,vn,neutral,climate,6,10,40,120,142,True,False,0.312658,"[12, 12, 14, 14, 22, 14, 20, 10, 12, 12]",none,"[4, 2, 2, 4, 4, 2, 4, 2, 0, 4]",28,12,12,2,none,"[0, 2, 2, 2, 4, 2, 4, 2, 4, 2]",24,16,16,1,none,"[4, 2, 4, 2, 4, 4, 2, 4, 0, 0]",26,14,14,2,none,"[0, 2, 4, 2, 4, 0, 4, 2, 2, 2]",22,18,18,2,none,"[4, 2, 0, 2, 4, 4, 4, 0, 4, 0]",24,16,16,1,none,"[0, 2, 2, 2, 2, 2, 2, 0, 2, 4]",18,22,22,1
llama-3-1-8b,p50_climate_vn_neutral_5,50,vn,neutral,climate,6,10,40,120,158,True,False,0.338656,"[16, 20, 18, 12, 18, 8, 20, 18, 18, 10]",none,"[0, 4, 2, 4, 4, 0, 2, 0, 2, 4]",22,18,18,1,none,"[4, 2, 2, 2, 4, 0, 4, 4, 2, 4]",28,12,12,3,none,"[4, 4, 2, 2, 4, 0, 4, 4, 2, 0]",26,14,14,0,none,"[4, 4, 4, 2, 2, 4, 4, 4, 4, 0]",32,8,8,2,none,"[4, 2, 4, 0, 4, 4, 2, 4, 4, 0]",28,12,12,0,none,"[0, 4, 4, 2, 0, 0, 4, 2, 4, 2]",22,18,18,1
llama-3-1-8b,p50_climate_vn_neutral_6,50,vn,neutral,climate,6,10,40,120,156,True,False,0.126842,"[14, 12, 24, 8, 18, 18, 14, 18, 12, 18]",none,"[0, 4, 4, 4, 4, 2, 2, 0, 0, 4]",24,16,16,3,none,"[4, 2, 4, 0, 2, 0, 2, 4, 2, 4]",24,16,16,1,none,"[4, 0, 4, 0, 4, 4, 2, 2, 4, 4]",28,12,12,2,none,"[4, 0, 4, 0, 4, 4, 2, 4, 4, 2]",28,12,12,1,none,"[2, 2, 4, 4, 0, 4, 2, 4, 0, 0]",22,18,18,2,none,"[0, 4, 4, 0, 4, 4, 4, 4, 2, 4]",30,10,10,1
llama-3-1-8b,p50_climate_vn_neutral_7,50,vn,neutral,climate,6,10,40,120,162,True,False,0.493802,"[18, 10, 22, 8, 16, 14, 20, 20, 18, 16]",none,"[4, 0, 4, 2, 0, 0, 2, 4, 4, 4]",24,16,16,0,none,"[2, 2, 4, 2, 0, 4, 4, 4, 0, 4]",26,14,14,3,none,"[4, 2, 4, 2, 4, 4, 4, 0, 4, 4]",32,8,8,2,none,"[2, 2, 4, 0, 4, 0, 2, 4, 4, 0]",22,18,18,4,none,"[4, 4, 4, 2, 4, 4, 4, 4, 2, 0]",32,8,8,2,none,"[2, 0, 2, 0, 4, 2, 4, 4, 4, 4]",26,14,14,4
llama-3-1-8b,p50_climate_vn_neutral_8,50,vn,neutral,climate,6,10,40,120,178,True,False,0.223985,"[10, 20, 18, 20, 20, 20, 16, 14, 22, 18]",none,"[0, 4, 4, 2, 4, 4, 4, 2, 4, 0]",28,12,12,3,none,"[2, 2, 4, 4, 4, 2, 4, 2, 4, 4]",32,8,8,1,none,"[2, 4, 4, 4, 4, 2, 2, 2, 4, 4]",32,8,8,4,none,"[4, 4, 4, 4, 2, 4, 2, 0, 4, 4]",32,8,8,2,none,"[2, 2, 2, 4, 4, 4, 0, 4, 4, 2]",28,12,12,0,none,"[0, 4, 0, 2, 2, 4, 4, 4, 2, 4]",26,14,14,0
llama-3-1-8b,p50_climate_vn_neutral_9,50,vn,neutral,climate,6,10,40,120,148,True,False,0.008315,"[20, 16, 18, 16, 16, 14, 10, 10, 12, 16]",none,"[4, 2, 4, 4, 0, 4, 4, 4, 4, 4]",34,6,6,2,none,"[4, 4, 4, 2, 2, 0, 0, 2, 0, 4]",22,18,18,0,none,"[2, 2, 4, 4, 4, 0, 2, 0, 2, 0]",20,20,20,3,none,"[4, 4, 4, 2, 2, 4, 2, 4, 2, 2]",30,10,10,2,none,"[2, 0, 0, 0, 4, 2, 0, 0, 2, 2]",12,28,28,0,none,"[4, 4, 2, 4, 4, 4, 2, 0, 2, 4]",30,10,10,0
