model,game_id,treatment_loss_prob,language,personality_condition,framing,n_players,n_rounds,endowment,target,group_total,reached_target,loss_triggered,random_draw,round_totals,agent1_personality,agent1_contributions,agent1_total,agent1_savings,agent1_payoff,agent1_parse_fallbacks,agent2_personality,agent2_contributions,agent2_total,agent2_savings,agent2_payoff,agent2_parse_fallbacks,agent3_personality,agent3_contributions,agent3_total,agent3_savings,agent3_payoff,agent3_parse_fallbacks,agent4_personality,agent4_contributions,agent4_total,agent4_savings,agent4_payoff,agent4_parse_fallbacks,agent5_personality,agent5_contributions,agent5_total,agent5_savings,agent5_payoff,agent5_parse_fallbacks,agent6_personality,agent6_contributions,agent6_total,agent6_savings,agent6_payoff,agent6_parse_fallbacks
llama-3-1-8b,p10_climate_cn_neutral_0,10,cn,neutral,climate,6,10,40,120,132,True,False,0.880014,"[10, 18, 12, 8, 10, 16, 8, 14, 16, 20]",none,"[2, 2, 0, 2, 2, 2, 2, 4, 2, 4]",22,18,18,0,none,"[2, 4, 4, 2, 0, 2, 2, 2, 4, 4]",26,14,14,0,none,"[2, 4, 2, 2, 0, 0, 0, 4, 2, 2]",18,22,22,0,none,"[4, 4, 2, 0, 0, 4, 2, 0, 4, 4]",24,16,16,0,none,"[0, 2, 4, 0, 4, 4, 2, 4, 2, 4]",26,14,14,0,none,"[0, 2, 0, 2, 4, 4, 0, 0, 2, 2]",16,24,24,0
llama-3-1-8b,p10_climate_cn_neutral_1,10,cn,neutral,climate,6,10,40,120,152,True,False,0.796648,"[22, 12, 16, 10, 12, 18, 16, 20, 6, 20]",none,"[2, 4, 2, 2, 2, 4, 2, 4, 0, 2]",24,16,16,0,none,"[4, 2, 4, 0, 2, 2, 4, 4, 2, 4]",28,12,12,0,none,"[4, 0, 2, 2, 2, 2, 2, 2, 0, 4]",20,20,20,0,none,"[4, 2, 4, 2, 2, 4, 4, 4, 0, 4]",30,10,10,0,none,"[4, 0, 4, 2, 2, 4, 2, 4, 2, 4]",28,12,12,0,none,"[4, 4, 0, 2, 2, 2, 2, 2, 2, 2]",22,18,18,0
llama-3-1-8b,p10_climate_cn_neutral_2,10,cn,neutral,climate,6,10,40,120,146,True,False,0.792511,"[8, 10, 16, 18, 14, 16, 16, 12, 14, 22]",none,"[0, 2, 4, 0, 4, 4, 2, 2, 4, 4]",26,14,14,0,none,"[0, 4, 4, 2, 2, 2, 4, 4, 2, 4]",28,12,12,0,none,"[4, 2, 0, 4, 4, 4, 4, 2, 0, 4]",28,12,12,0,none,"[0, 0, 4, 4, 2, 2, 2, 0, 2, 2]",18,22,22,0,none,"[0, 0, 4, 4, 2, 2, 2, 2, 4, 4]",24,16,16,0,none,"[4, 2, 0, 4, 0, 2, 2, 2, 2, 4]",22,18,18,0
llama-3-1-8b,p10_climate_cn_neutral_3,10,cn,neutral,climate,6,10,40,120,140,True,False,0.996563,"[14, 10, 16, 16, 12, 14, 16, 18, 6, 18]",none,"[4, 0, 2, 4, 4, 0, 4, 2, 0, 4]",24,16,16,0,none,"[4, 4, 2, 4, 2, 4, 2, 4, 0, 2]",28,12,12,0,none,"[2, 4, 4, 0, 2, 2, 4, 2, 2, 4]",26,14,14,0,none,"[2, 0, 2, 2, 0, 4, 2, 2, 2, 2]",18,22,22,0,none,"[2, 2, 4, 2, 2, 4, 0, 4, 0, 2]",22,18,18,0,none,"[0, 0, 2, 4, 2, 0, 4, 4, 2, 4]",22,18,18,0
llama-3-1-8b,p10_climate_cn_neutral_4,10,cn,neutral,climate,6,10,40,120,144,True,False,0.8822,"[18, 16, 14, 12, 16, 12, 18, 16, 14, 8]",none,"[4, 4, 2, 4, 2, 4, 4, 2, 0, 2]",28,12,12,0,none,"[4, 4, 0, 0, 0, 2, 4, 4, 2, 0]",20,20,20,0,none,"[2, 2, 2, 4, 4, 2, 2, 4, 4, 0]",26,14,14,0,none,"[4, 2, 2, 0, 2, 0, 2, 4, 0, 2]",18,22,22,0,none,"[0, 2, 4, 4, 4, 2, 2, 2, 4, 0]",24,16,16,0,none,"[4, 2, 4, 0, 4, 2, 4, 0, 4, 4]",28,12,12,0
llama-3-1-8b,p10_climate_cn_neutral_5,10,cn,neutral,climate,6,10,40,120,148,True,False,0.550089,"[20, 12, 8, 14, 16, 14, 18, 14, 18, 14]",none,"[4, 2, 0, 4, 4, 4, 4, 2, 2, 4]",30,10,10,0,none,"[2, 0, 2, 2, 2, 2, 4, 2, 4, 4]",24,16,16,0,none,"[4, 4, 2, 4, 2, 4, 0, 2, 4, 0]",26,14,14,0,none,"[4, 2, 2, 2, 2, 2, 2, 4, 2, 2]",24,16,16,0,none,"[2, 2, 0, 0, 4, 0, 4, 2, 4, 4]",22,18,18,0,none,"[4, 2, 2, 2, 2, 2, 4, 2, 2, 0]",22,18,18,0
llama-3-1-8b,p10_climate_cn_neutral_6,10,cn,neutral,climate,6,10,40,120,142,True,False,0.625918,"[16, 12, 18, 14, 10, 12, 14, 14, 16, 16]",none,"[4, 0, 2, 2, 0, 4, 2, 0, 2, 2]",18,22,22,1,none,"[2, 2, 4, 0, 0, 0, 4, 0, 2, 4]",18,22,22,0,none,"[4, 0, 2, 2, 4, 0, 0, 4, 2, 4]",22,18,18,0,none,"[0, 2, 4, 4, 4, 2, 2, 4, 4, 4]",30,10,10,1,none,"[2, 4, 4, 2, 0, 4, 4, 4, 2, 0]",26,14,14,0,none,"[4, 4, 2, 4, 2, 2, 2, 2, 4, 2]",28,12,12,0
llama-3-1-8b,p10_climate_cn_neutral_7,10,cn,neutral,climate,6,10,40,120,110,False,False,0.618505,"[12, 6, 10, 8, 14, 10, 14, 18, 10, 8]",none,"[0, 2, 2, 2, 2, 2, 4, 2, 0, 0]",16,24,24,0,none,"[0, 4, 2, 2, 0, 2, 2, 0, 0, 0]",12,28,28,0,none,"[4, 0, 0, 2, 2, 4, 2, 4, 2, 4]",24,16,16,0,none,"[2, 0, 4, 0, 4, 0, 0, 4, 2, 0]",16,24,24,0,none,"[2, 0, 0, 2, 4, 2, 4, 4, 2, 2]",22,18,18,0,none,"[4, 0, 2, 0, 2, 0, 2, 4, 4, 2]",20,20,20,0
llama-3-1-8b,p10_climate_cn_neutral_8,10,cn,neutral,climate,6,10,40,120,128,True,False,0.964909,"[14, 10, 8, 12, 10, 10, 16, 14, 18, 16]",none,"[4, 2, 0, 2, 0, 0, 4, 2, 0, 2]",16,24,24,0,none,"[2, 0, 4, 4, 2, 2, 4, 4, 4, 2]",28,12,12,0,none,"[2, 4, 4, 2, 2, 4, 2, 0, 4, 2]",26,14,14,0,none,"[4, 0, 0, 0, 4, 0, 0, 2, 2, 2]",14,26,26,0,none,"[0, 0, 0, 0, 2, 4, 2, 4, 4, 4]",20,20,20,0,none,"[2, 4, 0, 4, 0, 0, 4, 2, 4, 4]",24,16,16,0
llama-3-1-8b,p10_climate_cn_neutral_9,10,cn,neutral,climate,6,10,40,120,136,True,False,0.860876,"[16, 12, 14, 10, 12, 8, 20, 16, 16, 12]",none,"[4, 0, 2, 0, 2, 2, 4, 4, 4, 2]",24,16,16,0,none,"[2, 2, 4, 2, 0, 2, 4, 4, 2, 2]",24,16,16,0,none,"[2, 2, 4, 4, 0, 0, 4, 2, 2, 0]",20,20,20,0,none,"[2, 2, 0, 2, 2, 2, 4, 2, 4, 0]",20,20,20,0,none,"[4, 2, 0, 2, 4, 2, 2, 2, 0, 4]",22,18,18,0,none,"[2, 4, 4, 0, 4, 0, 2, 2, 4, 4]",26,14,14,0
