model,game_id,treatment,language,personality_condition,society,n_players,n_periods,endowment,mpcr,mean_contribution,mean_contribution_by_period,antisocial_punishment_total,agent1_personality,agent1_contributions,agent1_total_contributed,agent1_total_earnings,agent1_contrib_fallbacks,agent1_punish_fallbacks,agent2_personality,agent2_contributions,agent2_total_contributed,agent2_total_earnings,agent2_contrib_fallbacks,agent2_punish_fallbacks,agent3_personality,agent3_contributions,agent3_total_contributed,agent3_total_earnings,agent3_contrib_fallbacks,agent3_punish_fallbacks,agent4_personality,agent4_contributions,agent4_total_contributed,agent4_total_earnings,agent4_contrib_fallbacks,agent4_punish_fallbacks
llama-3-1-8b,P_ar_neutral_0,P,ar,neutral,none,4,10,20,0.4,11.125,"[8.25, 11.75, 10.0, 12.0, 12.0, 6.75, 11.75, 13.25, 12.75, 12.75]",176.0,none,"[4, 11, 12, 9, 3, 12, 8, 8, 10, 14]",91,74.8,0,0,none,"[2, 16, 7, 14, 18, 10, 12, 15, 11, 20]",125,14.6,0,0,none,"[20, 6, 16, 14, 17, 3, 14, 18, 11, 4]",123,18.0,0,0,none,"[7, 14, 5, 11, 10, 2, 13, 12, 19, 13]",106,43.4,0,1
llama-3-1-8b,P_ar_neutral_1,P,ar,neutral,none,4,10,20,0.4,10.975,"[8.25, 10.0, 10.5, 12.5, 13.0, 14.0, 11.5, 10.5, 8.25, 11.25]",198.0,none,"[13, 10, 5, 1, 11, 15, 10, 5, 4, 18]",92,14.4,0,0,none,"[6, 8, 16, 20, 16, 18, 6, 13, 7, 9]",119,0.0,0,0,none,"[5, 12, 17, 17, 18, 7, 16, 6, 10, 10]",118,23.6,0,0,none,"[9, 10, 4, 12, 7, 16, 14, 18, 12, 8]",110,6.0,0,0
llama-3-1-8b,P_ar_neutral_2,P,ar,neutral,none,4,10,20,0.4,9.7,"[6.5, 8.75, 9.25, 9.25, 11.25, 11.75, 14.0, 7.5, 8.75, 10.0]",197.0,none,"[0, 11, 5, 0, 9, 11, 13, 8, 0, 12]",69,24.4,0,1,none,"[12, 4, 14, 17, 19, 13, 6, 14, 16, 19]",134,7.8,0,0,none,"[11, 11, 3, 8, 15, 5, 19, 4, 2, 0]",78,54.0,0,0,none,"[3, 9, 15, 12, 2, 18, 18, 4, 17, 9]",107,0.0,0,0
llama-3-1-8b,P_ar_neutral_3,P,ar,neutral,none,4,10,20,0.4,11.775,"[10.25, 10.5, 11.75, 10.0, 12.0, 15.0, 10.75, 14.75, 9.75, 13.0]",187.0,none,"[4, 13, 14, 11, 10, 14, 5, 14, 10, 7]",102,35.2,0,0,none,"[20, 4, 9, 15, 19, 16, 13, 11, 12, 14]",133,7.8,0,0,none,"[9, 10, 13, 5, 14, 12, 18, 15, 12, 13]",121,40.8,0,0,none,"[8, 15, 11, 9, 5, 18, 7, 19, 5, 18]",115,4.0,0,0
llama-3-1-8b,P_ar_neutral_4,P,ar,neutral,none,4,10,20,0.4,12.425,"[12.0, 10.75, 14.0, 17.25, 12.75, 15.5, 7.5, 8.0, 12.25, 14.25]",171.0,none,"[19, 18, 15, 20, 10, 19, 16, 14, 11, 13]",155,56.4,0,0,none,"[0, 10, 18, 15, 15, 18, 0, 0, 4, 15]",95,86.4,0,0,none,"[14, 5, 6, 17, 19, 13, 2, 14, 16, 15]",121,35.2,0,0,none,"[15, 10, 17, 17, 7, 12, 12, 4, 18, 14]",126,54.8,0,0
llama-3-1-8b,P_ar_neutral_5,P,ar,neutral,none,4,10,20,0.4,10.875,"[8.0, 10.5, 9.25, 12.75, 11.5, 12.75, 14.75, 17.0, 6.5, 5.75]",232.0,none,"[3, 14, 10, 7, 15, 12, 18, 18, 12, 5]",114,30.2,0,0,none,"[12, 5, 5, 14, 12, 13, 13, 20, 10, 4]",108,10.6,0,0,none,"[5, 14, 12, 16, 4, 8, 16, 18, 4, 10]",107,11.8,0,0,none,"[12, 9, 10, 14, 15, 18, 12, 12, 0, 4]",106,43.4,0,0
llama-3-1-8b,P_ar_neutral_6,P,ar,neutral,none,4,10,20,0.4,10.55,"[4.75, 11.0, 10.75, 15.0, 12.25, 8.75, 9.25, 9.0, 13.5, 11.25]",159.0,none,"[0, 20, 7, 13, 12, 11, 8, 17, 14, 8]",110,39.2,0,0,none,"[3, 2, 9, 15, 14, 11, 4, 8, 14, 18]",98,60.6,0,0,none,"[11, 16, 15, 15, 16, 10, 13, 0, 13, 5]",114,66.8,0,0,none,"[5, 6, 12, 17, 7, 3, 12, 11, 13, 14]",100,36.4,0,0
llama-3-1-8b,P_ar_neutral_7,P,ar,neutral,none,4,10,20,0.4,12.025,"[13.75, 17.0, 10.75, 13.0, 8.25, 9.75, 11.75, 16.75, 13.75, 5.5]",208.0,none,"[18, 20, 8, 13, 13, 5, 17, 14, 10, 5]",123,1.8,0,0,none,"[7, 19, 14, 8, 4, 12, 8, 16, 14, 0]",102,65.8,0,0,none,"[15, 12, 17, 12, 10, 14, 14, 18, 14, 0]",126,0.0,0,0,none,"[15, 17, 4, 19, 6, 8, 8, 19, 17, 17]",130,11.0,0,0
llama-3-1-8b,P_ar_neutral_8,P,ar,neutral,none,4,10,20,0.4,10.0,"[8.0, 6.0, 15.0, 9.0, 5.0, 14.75, 14.75, 6.25, 11.0, 10.25]",175.0,none,"[16, 3, 18, 12, 5, 18, 14, 4, 15, 20]",125,18.4,0,0,none,"[5, 6, 14, 14, 8, 10, 17, 1, 14, 4]",93,36.8,0,0,none,"[7, 8, 18, 4, 2, 15, 10, 1, 5, 4]",74,40.8,0,0,none,"[4, 7, 10, 6, 5, 16, 18, 19, 10, 13]",108,39.8,0,0
llama-3-1-8b,P_ar_neutral_9,P,ar,neutral,none,4,10,20,0.4,11.425,"[14.0, 10.75, 10.25, 11.0, 10.25, 8.5, 9.0, 15.0, 11.75, 13.75]",212.0,none,"[16, 11, 13, 8, 7, 4, 11, 18, 14, 16]",118,26.6,0,0,none,"[18, 4, 8, 9, 10, 4, 3, 16, 8, 13]",93,39.2,0,0,none,"[7, 14, 12, 17, 12, 18, 18, 12, 10, 9]",129,25.0,0,0,none,"[15, 14, 8, 10, 12, 8, 4, 14, 15, 17]",117,1.8,0,0
