model,game_id,treatment,language,personality_condition,society,n_players,n_periods,endowment,mpcr,mean_contribution,mean_contribution_by_period,antisocial_punishment_total,agent1_personality,agent1_contributions,agent1_total_contributed,agent1_total_earnings,agent1_contrib_fallbacks,agent1_punish_fallbacks,agent2_personality,agent2_contributions,agent2_total_contributed,agent2_total_earnings,agent2_contrib_fallbacks,agent2_punish_fallbacks,agent3_personality,agent3_contributions,agent3_total_contributed,agent3_total_earnings,agent3_contrib_fallbacks,agent3_punish_fallbacks,agent4_personality,agent4_contributions,agent4_total_contributed,agent4_total_earnings,agent4_contrib_fallbacks,agent4_punish_fallbacks
llama-3-1-8b,N_vn_neutral_0,N,vn,neutral,none,4,10,20,0.4,6.4,"[4.5, 5.0, 6.0, 4.25, 5.25, 9.5, 7.5, 5.5, 6.75, 9.75]",0.0,none,"[0, 10, 3, 3, 7, 0, 0, 6, 15, 20]",64,238.4,1,0,none,"[0, 2, 5, 9, 4, 5, 2, 8, 12, 0]",47,255.4,3,0,none,"[18, 0, 10, 2, 1, 13, 14, 8, 0, 5]",71,231.4,4,0,none,"[0, 8, 6, 3, 9, 20, 14, 0, 0, 14]",74,228.4,3,0
llama-3-1-8b,N_vn_neutral_1,N,vn,neutral,none,4,10,20,0.4,8.6,"[8.25, 5.5, 5.25, 6.25, 7.5, 19.0, 5.0, 3.25, 12.0, 14.0]",0.0,none,"[3, 10, 0, 0, 10, 16, 0, 0, 14, 20]",73,264.6,3,0,none,"[20, 2, 20, 1, 13, 20, 15, 10, 19, 11]",131,206.6,0,0,none,"[5, 0, 0, 4, 4, 20, 5, 0, 5, 6]",49,288.6,4,0,none,"[5, 10, 1, 20, 3, 20, 0, 3, 10, 19]",91,246.6,3,0
llama-3-1-8b,N_vn_neutral_2,N,vn,neutral,none,4,10,20,0.4,10.125,"[3.0, 10.0, 11.5, 10.0, 13.75, 14.0, 14.0, 16.25, 5.25, 3.5]",0.0,none,"[1, 4, 20, 12, 20, 12, 9, 20, 1, 4]",103,259.0,3,0,none,"[0, 10, 0, 3, 20, 16, 20, 20, 17, 0]",106,256.0,0,0,none,"[1, 19, 15, 5, 0, 10, 8, 20, 0, 10]",88,274.0,1,0,none,"[10, 7, 11, 20, 15, 18, 19, 5, 3, 0]",108,254.0,3,0
llama-3-1-8b,N_vn_neutral_3,N,vn,neutral,none,4,10,20,0.4,8.0,"[6.75, 10.5, 2.75, 3.75, 10.25, 10.0, 7.0, 7.0, 6.0, 16.0]",0.0,none,"[5, 13, 0, 0, 11, 10, 18, 11, 0, 19]",87,241.0,2,0,none,"[10, 0, 0, 4, 20, 6, 1, 1, 5, 10]",57,271.0,3,0,none,"[12, 20, 1, 1, 2, 20, 9, 15, 13, 15]",108,220.0,3,0,none,"[0, 9, 10, 10, 8, 4, 0, 1, 6, 20]",68,260.0,2,0
llama-3-1-8b,N_vn_neutral_4,N,vn,neutral,none,4,10,20,0.4,10.7,"[10.5, 13.25, 9.25, 9.5, 12.5, 10.75, 10.25, 11.5, 9.5, 10.0]",0.0,none,"[0, 20, 0, 20, 19, 19, 0, 0, 18, 13]",109,262.2,3,0,none,"[20, 15, 15, 18, 17, 19, 1, 20, 0, 9]",134,237.2,0,0,none,"[10, 10, 2, 0, 4, 0, 20, 15, 15, 14]",90,281.2,1,0,none,"[12, 8, 20, 0, 10, 5, 20, 11, 5, 4]",95,276.2,1,0
llama-3-1-8b,N_vn_neutral_5,N,vn,neutral,none,4,10,20,0.4,9.125,"[19.75, 12.0, 8.0, 7.5, 9.0, 10.0, 5.0, 2.0, 7.5, 10.5]",0.0,none,"[20, 4, 10, 10, 14, 6, 8, 0, 20, 19]",111,235.0,2,0,none,"[20, 20, 10, 9, 5, 17, 4, 4, 0, 3]",92,254.0,3,0,none,"[19, 20, 0, 3, 3, 3, 7, 4, 4, 20]",83,263.0,3,0,none,"[20, 4, 12, 8, 14, 14, 1, 0, 6, 0]",79,267.0,0,0
llama-3-1-8b,N_vn_neutral_6,N,vn,neutral,none,4,10,20,0.4,11.025,"[13.5, 8.75, 11.5, 14.0, 10.5, 5.25, 9.25, 17.5, 5.0, 15.0]",0.0,none,"[14, 6, 19, 0, 20, 18, 0, 20, 1, 20]",118,258.4,0,0,none,"[0, 10, 15, 18, 3, 1, 20, 20, 0, 14]",101,275.4,2,0,none,"[20, 10, 12, 20, 1, 1, 5, 10, 9, 6]",94,282.4,3,0,none,"[20, 9, 0, 18, 18, 1, 12, 20, 10, 20]",128,248.4,1,0
llama-3-1-8b,N_vn_neutral_7,N,vn,neutral,none,4,10,20,0.4,10.625,"[9.0, 15.5, 13.0, 5.75, 17.25, 8.25, 4.25, 8.5, 11.25, 13.5]",0.0,none,"[5, 12, 0, 1, 18, 0, 0, 1, 17, 20]",74,296.0,1,0,none,"[1, 10, 20, 12, 18, 9, 4, 20, 0, 0]",94,276.0,0,0,none,"[10, 20, 12, 8, 19, 20, 8, 0, 20, 20]",137,233.0,3,0,none,"[20, 20, 20, 2, 14, 4, 5, 13, 8, 14]",120,250.0,2,0
llama-3-1-8b,N_vn_neutral_8,N,vn,neutral,none,4,10,20,0.4,7.05,"[4.5, 5.25, 12.75, 8.5, 8.0, 6.75, 9.0, 4.75, 8.25, 2.75]",0.0,none,"[1, 0, 10, 20, 11, 10, 0, 0, 20, 2]",74,238.8,2,0,none,"[3, 0, 4, 0, 20, 1, 10, 1, 12, 1]",52,260.8,5,0,none,"[4, 11, 17, 0, 0, 15, 17, 18, 0, 1]",83,229.8,0,0,none,"[10, 10, 20, 14, 1, 1, 9, 0, 1, 7]",73,239.8,1,0
llama-3-1-8b,N_vn_neutral_9,N,vn,neutral,none,4,10,20,0.4,8.55,"[6.0, 10.5, 3.75, 11.25, 4.5, 7.75, 10.5, 11.0, 13.0, 7.25]",0.0,none,"[8, 8, 1, 10, 17, 0, 0, 19, 20, 0]",83,253.8,0,0,none,"[0, 12, 12, 20, 0, 4, 18, 15, 8, 20]",109,227.8,0,0,none,"[0, 2, 1, 15, 1, 11, 20, 0, 14, 0]",64,272.8,3,0,none,"[16, 20, 1, 0, 0, 16, 4, 10, 10, 9]",86,250.8,0,0
