model,game_id,treatment,language,personality_condition,society,n_players,n_periods,endowment,mpcr,mean_contribution,mean_contribution_by_period,antisocial_punishment_total,agent1_personality,agent1_contributions,agent1_total_contributed,agent1_total_earnings,agent1_contrib_fallbacks,agent1_punish_fallbacks,agent2_personality,agent2_contributions,agent2_total_contributed,agent2_total_earnings,agent2_contrib_fallbacks,agent2_punish_fallbacks,agent3_personality,agent3_contributions,agent3_total_contributed,agent3_total_earnings,agent3_contrib_fallbacks,agent3_punish_fallbacks,agent4_personality,agent4_contributions,agent4_total_contributed,agent4_total_earnings,agent4_contrib_fallbacks,agent4_punish_fallbacks
llama-3-1-8b,P_fr_neutral_0,P,fr,neutral,none,4,10,20,0.4,11.5,"[8.0, 12.25, 16.75, 12.5, 12.5, 10.25, 17.0, 10.5, 9.25, 6.0]",147.0,none,"[10, 20, 15, 15, 20, 6, 10, 16, 8, 5]",125,56.0,0,0,none,"[10, 10, 18, 0, 0, 0, 18, 7, 18, 0]",81,94.2,2,1,none,"[12, 18, 20, 15, 15, 20, 20, 14, 2, 5]",141,54.2,0,0,none,"[0, 1, 14, 20, 15, 15, 20, 5, 9, 14]",113,57.0,1,2
llama-3-1-8b,P_fr_neutral_1,P,fr,neutral,none,4,10,20,0.4,11.85,"[8.25, 11.75, 12.5, 12.0, 12.75, 12.75, 15.25, 8.25, 9.25, 15.75]",126.0,none,"[1, 12, 12, 10, 17, 19, 18, 11, 13, 13]",126,79.8,0,0,none,"[20, 9, 12, 20, 7, 0, 20, 14, 10, 20]",132,59.4,0,0,none,"[2, 16, 14, 17, 9, 17, 4, 7, 4, 20]",110,62.2,0,0,none,"[10, 10, 12, 1, 18, 15, 19, 1, 10, 10]",106,66.4,1,0
llama-3-1-8b,P_fr_neutral_2,P,fr,neutral,none,4,10,20,0.4,12.7,"[9.75, 13.75, 19.0, 17.5, 13.25, 9.75, 9.5, 9.25, 13.75, 11.5]",144.0,none,"[8, 16, 20, 14, 11, 11, 15, 15, 15, 15]",140,41.8,1,0,none,"[14, 10, 20, 16, 8, 6, 2, 1, 14, 10]",101,42.6,1,2,none,"[7, 14, 18, 20, 19, 7, 20, 7, 20, 10]",142,18.0,0,0,none,"[10, 15, 18, 20, 15, 15, 1, 14, 6, 11]",125,31.6,0,0
llama-3-1-8b,P_fr_neutral_3,P,fr,neutral,none,4,10,20,0.4,12.125,"[7.25, 9.25, 7.5, 11.25, 17.75, 9.5, 15.25, 18.5, 15.5, 9.5]",184.0,none,"[4, 5, 1, 5, 20, 6, 12, 20, 20, 0]",93,28.8,1,0,none,"[11, 8, 15, 14, 20, 12, 17, 16, 2, 15]",130,39.4,1,0,none,"[10, 16, 14, 20, 11, 0, 12, 20, 20, 3]",126,64.4,0,0,none,"[4, 8, 0, 6, 20, 20, 20, 18, 20, 20]",136,26.0,0,0
llama-3-1-8b,P_fr_neutral_4,P,fr,neutral,none,4,10,20,0.4,11.5,"[8.25, 13.0, 7.75, 15.5, 11.5, 14.0, 14.5, 11.25, 10.0, 9.25]",202.0,none,"[5, 14, 6, 16, 8, 16, 8, 16, 19, 12]",120,37.8,1,0,none,"[4, 15, 15, 13, 19, 4, 16, 20, 20, 20]",146,8.6,2,0,none,"[20, 13, 0, 19, 5, 20, 19, 9, 1, 5]",111,48.8,3,0,none,"[4, 10, 10, 14, 14, 16, 15, 0, 0, 0]",83,24.6,1,0
llama-3-1-8b,P_fr_neutral_5,P,fr,neutral,none,4,10,20,0.4,11.775,"[5.75, 9.0, 10.5, 14.0, 13.75, 12.0, 14.5, 15.25, 14.25, 8.75]",159.0,none,"[8, 12, 14, 14, 20, 10, 14, 12, 14, 7]",125,15.4,1,0,none,"[4, 20, 2, 12, 11, 8, 14, 14, 3, 5]",93,42.6,0,0,none,"[4, 0, 18, 18, 12, 15, 14, 20, 20, 5]",126,40.2,0,0,none,"[7, 4, 8, 12, 12, 15, 16, 15, 20, 18]",127,39.6,0,0
llama-3-1-8b,P_fr_neutral_6,P,fr,neutral,none,4,10,20,0.4,9.375,"[3.75, 7.25, 13.5, 8.5, 9.0, 11.75, 11.75, 12.0, 5.25, 11.0]",199.0,none,"[4, 15, 12, 20, 10, 13, 18, 19, 4, 8]",123,13.0,2,0,none,"[4, 0, 20, 14, 2, 20, 15, 10, 12, 15]",112,8.8,1,0,none,"[4, 12, 12, 0, 6, 10, 2, 14, 1, 1]",62,51.6,0,1,none,"[3, 2, 10, 0, 18, 4, 12, 5, 4, 20]",78,48.6,3,0
llama-3-1-8b,P_fr_neutral_7,P,fr,neutral,none,4,10,20,0.4,11.5,"[8.75, 12.0, 3.75, 13.25, 10.75, 11.5, 9.5, 16.5, 13.0, 16.0]",103.0,none,"[5, 5, 14, 16, 14, 4, 13, 14, 15, 14]",114,89.4,0,0,none,"[6, 13, 1, 12, 15, 18, 10, 14, 7, 20]",116,59.2,2,1,none,"[20, 10, 0, 10, 4, 4, 15, 20, 20, 20]",123,66.8,2,0,none,"[4, 20, 0, 15, 10, 20, 0, 18, 10, 10]",107,69.6,1,0
llama-3-1-8b,P_fr_neutral_8,P,fr,neutral,none,4,10,20,0.4,12.3,"[11.75, 10.5, 14.25, 15.25, 13.0, 13.25, 14.25, 13.0, 11.25, 6.5]",199.0,none,"[10, 0, 20, 15, 11, 13, 19, 8, 1, 5]",102,37.0,1,0,none,"[20, 20, 18, 15, 20, 8, 8, 19, 10, 1]",139,41.0,0,0,none,"[7, 7, 8, 18, 8, 18, 18, 14, 20, 8]",126,45.8,0,1,none,"[10, 15, 11, 13, 13, 14, 12, 11, 14, 12]",125,24.2,0,0
llama-3-1-8b,P_fr_neutral_9,P,fr,neutral,none,4,10,20,0.4,10.275,"[4.75, 7.25, 15.25, 11.0, 10.75, 8.0, 11.5, 15.75, 8.0, 10.5]",207.0,none,"[10, 6, 8, 14, 10, 8, 5, 12, 10, 20]",103,2.4,0,0,none,"[0, 10, 15, 6, 10, 10, 20, 18, 0, 1]",90,45.0,1,0,none,"[5, 10, 18, 20, 13, 14, 17, 18, 4, 16]",135,11.8,0,0,none,"[4, 3, 20, 4, 10, 0, 4, 15, 18, 5]",83,48.2,0,0
