model,game_id,treatment,language,personality_condition,society,n_players,n_periods,endowment,mpcr,mean_contribution,mean_contribution_by_period,antisocial_punishment_total,agent1_personality,agent1_contributions,agent1_total_contributed,agent1_total_earnings,agent1_contrib_fallbacks,agent1_punish_fallbacks,agent2_personality,agent2_contributions,agent2_total_contributed,agent2_total_earnings,agent2_contrib_fallbacks,agent2_punish_fallbacks,agent3_personality,agent3_contributions,agent3_total_contributed,agent3_total_earnings,agent3_contrib_fallbacks,agent3_punish_fallbacks,agent4_personality,agent4_contributions,agent4_total_contributed,agent4_total_earnings,agent4_contrib_fallbacks,agent4_punish_fallbacks
llama-3-1-8b,N_ar_neutral_0,N,ar,neutral,none,4,10,20,0.4,10.525,"[11.5, 13.5, 7.0, 5.0, 11.5, 14.5, 10.0, 10.75, 11.75, 9.75]",0.0,none,"[10, 14, 3, 9, 8, 20, 13, 18, 14, 14]",123,245.4,0,0,none,"[5, 18, 15, 3, 8, 8, 0, 12, 5, 7]",81,287.4,0,0,none,"[15, 2, 10, 5, 12, 19, 14, 8, 18, 7]",110,258.4,0,0,none,"[16, 20, 0, 3, 18, 11, 13, 5, 10, 11]",107,261.4,0,0
llama-3-1-8b,N_ar_neutral_1,N,ar,neutral,none,4,10,20,0.4,9.75,"[6.5, 10.5, 10.0, 9.25, 12.75, 12.25, 14.0, 7.0, 10.5, 4.75]",0.0,none,"[2, 8, 17, 7, 20, 12, 13, 5, 11, 4]",99,257.0,0,0,none,"[10, 16, 11, 14, 15, 5, 10, 5, 12, 1]",99,257.0,0,0,none,"[6, 11, 5, 13, 4, 18, 18, 18, 5, 4]",102,254.0,0,0,none,"[8, 7, 7, 3, 12, 14, 15, 0, 14, 10]",90,266.0,0,0
llama-3-1-8b,N_ar_neutral_2,N,ar,neutral,none,4,10,20,0.4,11.675,"[11.0, 13.75, 6.25, 12.0, 8.5, 13.0, 11.75, 15.25, 12.25, 13.0]",0.0,none,"[5, 13, 12, 15, 17, 14, 5, 18, 18, 14]",131,255.8,0,0,none,"[8, 11, 6, 6, 11, 13, 10, 14, 7, 10]",96,290.8,0,0,none,"[12, 14, 6, 17, 1, 5, 18, 17, 8, 20]",118,268.8,0,0,none,"[19, 17, 1, 10, 5, 20, 14, 12, 16, 8]",122,264.8,0,0
llama-3-1-8b,N_ar_neutral_3,N,ar,neutral,none,4,10,20,0.4,10.775,"[9.25, 13.75, 8.0, 7.25, 13.0, 16.25, 11.25, 14.5, 11.0, 3.5]",0.0,none,"[14, 13, 1, 3, 18, 20, 19, 15, 9, 3]",115,257.4,0,0,none,"[2, 6, 12, 11, 15, 17, 4, 17, 9, 2]",95,277.4,0,0,none,"[13, 18, 15, 5, 12, 16, 11, 14, 12, 6]",122,250.4,0,0,none,"[8, 18, 4, 10, 7, 12, 11, 12, 14, 3]",99,273.4,0,0
llama-3-1-8b,N_ar_neutral_4,N,ar,neutral,none,4,10,20,0.4,9.5,"[9.25, 10.0, 10.75, 9.75, 8.25, 8.0, 10.0, 5.5, 11.75, 11.75]",0.0,none,"[13, 13, 15, 11, 15, 11, 14, 10, 10, 6]",118,234.0,0,0,none,"[10, 1, 11, 6, 3, 9, 3, 5, 0, 12]",60,292.0,0,0,none,"[6, 14, 15, 4, 5, 7, 10, 4, 19, 10]",94,258.0,0,0,none,"[8, 12, 2, 18, 10, 5, 13, 3, 18, 19]",108,244.0,0,0
llama-3-1-8b,N_ar_neutral_5,N,ar,neutral,none,4,10,20,0.4,11.35,"[12.5, 9.5, 10.25, 12.5, 8.0, 15.75, 11.75, 11.5, 8.75, 13.0]",0.0,none,"[12, 10, 6, 4, 4, 19, 5, 1, 11, 11]",83,298.6,0,0,none,"[18, 7, 11, 19, 9, 15, 12, 14, 4, 9]",118,263.6,0,0,none,"[10, 16, 15, 14, 11, 16, 12, 17, 15, 18]",144,237.6,0,0,none,"[10, 5, 9, 13, 8, 13, 18, 14, 5, 14]",109,272.6,0,0
llama-3-1-8b,N_ar_neutral_6,N,ar,neutral,none,4,10,20,0.4,11.675,"[9.75, 12.0, 12.75, 9.75, 11.25, 14.25, 10.75, 8.75, 12.75, 14.75]",0.0,none,"[0, 8, 11, 6, 14, 20, 6, 14, 14, 19]",112,274.8,0,0,none,"[11, 15, 18, 14, 17, 14, 19, 8, 13, 13]",142,244.8,0,0,none,"[9, 15, 9, 5, 8, 5, 12, 10, 17, 18]",108,278.8,0,0,none,"[19, 10, 13, 14, 6, 18, 6, 3, 7, 9]",105,281.8,0,0
llama-3-1-8b,N_ar_neutral_7,N,ar,neutral,none,4,10,20,0.4,10.35,"[4.5, 11.75, 9.5, 10.5, 11.5, 12.25, 9.25, 13.0, 11.5, 9.75]",0.0,none,"[8, 8, 2, 12, 16, 3, 10, 9, 17, 13]",98,267.6,0,0,none,"[4, 7, 13, 9, 7, 14, 1, 13, 10, 10]",88,277.6,0,0,none,"[6, 14, 18, 16, 14, 18, 7, 12, 9, 12]",126,239.6,0,0,none,"[0, 18, 5, 5, 9, 14, 19, 18, 10, 4]",102,263.6,0,0
llama-3-1-8b,N_ar_neutral_8,N,ar,neutral,none,4,10,20,0.4,10.125,"[5.0, 8.75, 7.75, 10.75, 14.75, 12.0, 10.0, 11.75, 12.0, 8.5]",0.0,none,"[1, 8, 5, 14, 14, 7, 6, 9, 11, 2]",77,285.0,0,0,none,"[4, 10, 12, 8, 10, 10, 12, 12, 13, 15]",106,256.0,0,0,none,"[5, 10, 5, 9, 15, 17, 13, 11, 16, 9]",110,252.0,0,0,none,"[10, 7, 9, 12, 20, 14, 9, 15, 8, 8]",112,250.0,0,0
llama-3-1-8b,N_ar_neutral_9,N,ar,neutral,none,4,10,20,0.4,11.25,"[8.75, 5.25, 13.0, 11.75, 11.0, 12.75, 14.0, 9.75, 14.75, 11.5]",0.0,none,"[15, 0, 17, 14, 9, 16, 12, 11, 16, 15]",125,255.0,0,0,none,"[4, 3, 8, 6, 8, 8, 14, 12, 16, 16]",95,285.0,0,0,none,"[1, 6, 14, 20, 14, 17, 19, 13, 8, 1]",113,267.0,0,0,none,"[15, 12, 13, 7, 13, 10, 11, 3, 19, 14]",117,263.0,0,0
