model,game_id,treatment,language,personality_condition,society,n_players,n_periods,endowment,mpcr,mean_contribution,mean_contribution_by_period,antisocial_punishment_total,agent1_personality,agent1_contributions,agent1_total_contributed,agent1_total_earnings,agent1_contrib_fallbacks,agent1_punish_fallbacks,agent2_personality,agent2_contributions,agent2_total_contributed,agent2_total_earnings,agent2_contrib_fallbacks,agent2_punish_fallbacks,agent3_personality,agent3_contributions,agent3_total_contributed,agent3_total_earnings,agent3_contrib_fallbacks,agent3_punish_fallbacks,agent4_personality,agent4_contributions,agent4_total_contributed,agent4_total_earnings,agent4_contrib_fallbacks,agent4_punish_fallbacks
llama-3-1-8b,P_vn_neutral_0,P,vn,neutral,none,4,10,20,0.4,8.25,"[3.0, 8.75, 8.5, 3.0, 1.25, 10.0, 10.25, 13.0, 10.25, 14.5]",212.0,none,"[1, 11, 0, 6, 3, 10, 10, 20, 0, 18]",79,29.4,2,2,none,"[0, 10, 20, 0, 1, 20, 2, 20, 14, 20]",107,8.8,1,0,none,"[1, 0, 0, 6, 1, 10, 18, 12, 12, 20]",80,56.8,2,0,none,"[10, 14, 14, 0, 0, 0, 11, 0, 15, 0]",64,17.6,1,1
llama-3-1-8b,P_vn_neutral_1,P,vn,neutral,none,4,10,20,0.4,7.825,"[8.0, 5.25, 1.25, 10.0, 8.5, 15.0, 8.25, 4.25, 8.5, 9.25]",182.0,none,"[15, 5, 4, 3, 4, 20, 11, 10, 1, 0]",73,59.8,1,2,none,"[1, 15, 0, 16, 18, 20, 1, 5, 20, 1]",97,39.8,0,1,none,"[10, 1, 1, 20, 11, 5, 1, 1, 13, 20]",83,22.0,1,0,none,"[6, 0, 0, 1, 1, 15, 20, 1, 0, 16]",60,86.4,2,1
llama-3-1-8b,P_vn_neutral_2,P,vn,neutral,none,4,10,20,0.4,6.475,"[8.0, 8.0, 4.5, 7.0, 8.25, 9.0, 3.0, 3.0, 8.5, 5.5]",174.0,none,"[4, 4, 0, 5, 15, 5, 5, 1, 17, 1]",57,31.0,0,2,none,"[10, 1, 10, 10, 4, 0, 7, 1, 0, 20]",63,50.8,3,1,none,"[8, 20, 0, 12, 10, 20, 0, 10, 3, 0]",83,16.0,3,1,none,"[10, 7, 8, 1, 4, 11, 0, 0, 14, 1]",56,61.4,1,0
llama-3-1-8b,P_vn_neutral_3,P,vn,neutral,none,4,10,20,0.4,7.9,"[7.25, 4.0, 1.25, 6.75, 10.0, 9.5, 1.5, 13.0, 14.5, 11.25]",268.0,none,"[8, 10, 0, 7, 10, 3, 6, 6, 4, 18]",72,13.2,4,0,none,"[0, 5, 0, 0, 10, 20, 0, 20, 20, 1]",76,6.4,1,1,none,"[1, 1, 5, 18, 20, 10, 0, 16, 20, 6]",97,11.0,1,0,none,"[20, 0, 0, 2, 0, 5, 0, 10, 14, 20]",71,33.0,3,1
llama-3-1-8b,P_vn_neutral_4,P,vn,neutral,none,4,10,20,0.4,10.375,"[13.25, 4.75, 16.0, 10.75, 9.25, 9.75, 13.5, 11.5, 4.0, 11.0]",166.0,none,"[20, 9, 20, 3, 1, 20, 9, 7, 3, 20]",112,35.2,5,2,none,"[19, 4, 19, 4, 0, 5, 15, 20, 12, 20]",118,48.0,1,1,none,"[10, 1, 10, 20, 20, 10, 10, 11, 1, 0]",93,46.2,1,0,none,"[4, 5, 15, 16, 16, 4, 20, 8, 0, 4]",92,45.2,3,0
llama-3-1-8b,P_vn_neutral_5,P,vn,neutral,none,4,10,20,0.4,9.85,"[9.75, 14.5, 8.0, 6.5, 11.5, 6.25, 9.25, 12.0, 10.0, 10.75]",228.0,none,"[10, 20, 10, 7, 1, 2, 3, 13, 12, 8]",86,19.2,0,0,none,"[1, 5, 1, 0, 20, 4, 8, 0, 10, 20]",69,42.2,2,1,none,"[20, 15, 1, 1, 5, 19, 19, 20, 8, 15]",123,36.8,3,1,none,"[8, 18, 20, 18, 20, 0, 7, 15, 10, 0]",116,15.6,1,2
llama-3-1-8b,P_vn_neutral_6,P,vn,neutral,none,4,10,20,0.4,8.325,"[6.25, 8.0, 7.25, 9.25, 4.25, 6.75, 11.25, 7.0, 15.75, 7.5]",219.0,none,"[4, 0, 1, 6, 5, 7, 20, 20, 17, 7]",87,10.6,0,1,none,"[0, 12, 0, 20, 1, 0, 0, 0, 20, 10]",63,40.4,1,1,none,"[20, 10, 8, 10, 10, 20, 15, 0, 20, 0]",113,35.0,3,0,none,"[1, 10, 20, 1, 1, 0, 10, 8, 6, 13]",70,32.6,0,0
llama-3-1-8b,P_vn_neutral_7,P,vn,neutral,none,4,10,20,0.4,8.9,"[5.25, 4.75, 8.75, 8.25, 12.75, 7.75, 8.25, 12.5, 12.0, 8.75]",247.0,none,"[20, 4, 12, 0, 17, 1, 5, 12, 3, 20]",94,0.2,0,0,none,"[0, 12, 0, 2, 17, 16, 3, 19, 10, 0]",79,27.6,0,1,none,"[0, 2, 15, 17, 16, 9, 5, 0, 15, 0]",79,24.4,1,0,none,"[1, 1, 8, 14, 1, 5, 20, 19, 20, 15]",104,5.6,3,0
llama-3-1-8b,P_vn_neutral_8,P,vn,neutral,none,4,10,20,0.4,7.95,"[9.0, 7.25, 10.0, 10.5, 4.25, 7.5, 7.75, 6.5, 10.25, 6.5]",236.0,none,"[16, 4, 0, 1, 0, 4, 3, 3, 16, 0]",47,26.8,1,2,none,"[0, 8, 20, 16, 5, 1, 19, 0, 0, 2]",71,15.2,3,0,none,"[10, 5, 13, 5, 4, 5, 0, 20, 5, 5]",72,0.0,1,0,none,"[10, 12, 7, 20, 8, 20, 9, 3, 20, 19]",128,4.8,1,2
llama-3-1-8b,P_vn_neutral_9,P,vn,neutral,none,4,10,20,0.4,8.0,"[13.0, 4.75, 11.0, 1.75, 10.25, 11.25, 8.5, 4.0, 7.5, 8.0]",192.0,none,"[20, 1, 20, 3, 2, 20, 1, 10, 5, 0]",82,9.4,0,1,none,"[19, 5, 10, 0, 20, 2, 17, 6, 1, 20]",100,16.2,2,0,none,"[1, 6, 9, 3, 0, 3, 16, 0, 4, 1]",43,100.4,2,0,none,"[12, 7, 5, 1, 19, 20, 0, 0, 20, 11]",95,36.6,2,1
