model,game_id,treatment,language,personality_condition,society,n_players,n_periods,endowment,mpcr,mean_contribution,mean_contribution_by_period,antisocial_punishment_total,agent1_personality,agent1_contributions,agent1_total_contributed,agent1_total_earnings,agent1_contrib_fallbacks,agent1_punish_fallbacks,agent2_personality,agent2_contributions,agent2_total_contributed,agent2_total_earnings,agent2_contrib_fallbacks,agent2_punish_fallbacks,agent3_personality,agent3_contributions,agent3_total_contributed,agent3_total_earnings,agent3_contrib_fallbacks,agent3_punish_fallbacks,agent4_personality,agent4_contributions,agent4_total_contributed,agent4_total_earnings,agent4_contrib_fallbacks,agent4_punish_fallbacks
qwen25-7b-instruct,N_vn_neutral_0,N,vn,neutral,none,4,10,20,0.4,10.65,"[7.75, 9.75, 12.0, 10.5, 11.0, 9.25, 11.25, 11.5, 11.75, 11.75]",0.0,none,"[5, 12, 14, 7, 10, 0, 10, 10, 10, 12]",90,280.4,0,0,none,"[10, 5, 11, 15, 4, 7, 10, 12, 15, 5]",94,276.4,0,0,none,"[8, 12, 8, 10, 18, 20, 15, 12, 10, 20]",133,237.4,0,0,none,"[8, 10, 15, 10, 12, 10, 10, 12, 12, 10]",109,261.4,0,0
qwen25-7b-instruct,N_vn_neutral_1,N,vn,neutral,none,4,10,20,0.4,10.675,"[7.25, 10.0, 11.25, 12.75, 12.75, 9.25, 9.75, 10.5, 13.25, 10.0]",0.0,none,"[5, 10, 10, 15, 12, 8, 12, 17, 13, 10]",112,258.8,0,0,none,"[8, 10, 12, 8, 10, 14, 5, 10, 13, 5]",95,275.8,0,0,none,"[1, 10, 15, 15, 15, 10, 12, 15, 12, 15]",120,250.8,0,0,none,"[15, 10, 8, 13, 14, 5, 10, 0, 15, 10]",100,270.8,0,0
qwen25-7b-instruct,N_vn_neutral_2,N,vn,neutral,none,4,10,20,0.4,11.15,"[6.25, 11.25, 11.25, 10.0, 12.5, 13.5, 7.75, 12.75, 12.0, 14.25]",0.0,none,"[5, 10, 15, 10, 10, 12, 0, 15, 10, 5]",92,286.4,0,0,none,"[10, 10, 15, 10, 15, 12, 5, 5, 12, 20]",114,264.4,0,0,none,"[5, 10, 10, 10, 15, 20, 16, 16, 16, 20]",138,240.4,0,0,none,"[5, 15, 5, 10, 10, 10, 10, 15, 10, 12]",102,276.4,0,0
qwen25-7b-instruct,N_vn_neutral_3,N,vn,neutral,none,4,10,20,0.4,10.1,"[6.25, 9.0, 10.0, 10.0, 9.75, 10.5, 10.5, 10.0, 12.5, 12.5]",0.0,none,"[5, 10, 15, 10, 15, 12, 10, 12, 15, 15]",119,242.6,0,0,none,"[5, 5, 5, 15, 10, 10, 10, 10, 10, 10]",90,271.6,0,0,none,"[10, 15, 15, 15, 4, 5, 10, 10, 10, 15]",109,252.6,0,0,none,"[5, 6, 5, 0, 10, 15, 12, 8, 15, 10]",86,275.6,0,0
qwen25-7b-instruct,N_vn_neutral_4,N,vn,neutral,none,4,10,20,0.4,10.525,"[9.0, 8.25, 12.75, 13.25, 12.5, 13.0, 5.75, 10.25, 8.75, 11.75]",0.0,none,"[5, 2, 18, 15, 15, 10, 1, 15, 12, 5]",98,270.4,0,0,none,"[10, 15, 15, 20, 15, 15, 10, 13, 12, 17]",142,226.4,0,0,none,"[11, 8, 8, 10, 10, 15, 4, 5, 1, 15]",87,281.4,0,0,none,"[10, 8, 10, 8, 10, 12, 8, 8, 10, 10]",94,274.4,0,0
qwen25-7b-instruct,N_vn_neutral_5,N,vn,neutral,none,4,10,20,0.4,8.975,"[5.25, 7.75, 8.25, 13.0, 7.25, 7.75, 8.75, 10.5, 11.25, 10.0]",0.0,none,"[5, 5, 8, 15, 10, 5, 0, 10, 10, 10]",78,265.6,0,0,none,"[10, 10, 5, 15, 5, 1, 10, 10, 15, 0]",81,262.6,0,0,none,"[5, 8, 10, 7, 4, 10, 15, 12, 10, 10]",91,252.6,0,0,none,"[1, 8, 10, 15, 10, 15, 10, 10, 10, 20]",109,234.6,0,0
qwen25-7b-instruct,N_vn_neutral_6,N,vn,neutral,none,4,10,20,0.4,10.25,"[5.5, 11.25, 10.25, 12.25, 10.25, 11.75, 10.0, 11.0, 9.0, 11.25]",0.0,none,"[6, 12, 8, 9, 10, 10, 15, 12, 1, 15]",98,266.0,0,0,none,"[10, 8, 10, 15, 12, 12, 8, 12, 8, 10]",105,259.0,0,0,none,"[0, 15, 15, 10, 5, 10, 5, 10, 15, 10]",95,269.0,0,0,none,"[6, 10, 8, 15, 14, 15, 12, 10, 12, 10]",112,252.0,0,0
qwen25-7b-instruct,N_vn_neutral_7,N,vn,neutral,none,4,10,20,0.4,10.25,"[6.25, 7.5, 11.25, 10.0, 11.25, 11.25, 11.25, 12.0, 11.75, 10.0]",0.0,none,"[10, 10, 15, 10, 10, 10, 15, 15, 12, 15]",122,242.0,0,0,none,"[5, 10, 10, 10, 10, 10, 10, 10, 10, 5]",90,274.0,0,0,none,"[5, 5, 10, 10, 10, 10, 10, 15, 10, 10]",95,269.0,0,0,none,"[5, 5, 10, 10, 15, 15, 10, 8, 15, 10]",103,261.0,0,0
qwen25-7b-instruct,N_vn_neutral_8,N,vn,neutral,none,4,10,20,0.4,11.55,"[5.75, 11.5, 10.5, 14.5, 12.25, 10.75, 12.5, 14.75, 11.25, 11.75]",0.0,none,"[5, 10, 12, 18, 10, 15, 10, 12, 10, 15]",117,267.8,0,0,none,"[5, 5, 10, 12, 12, 10, 15, 15, 10, 10]",104,280.8,0,0,none,"[5, 16, 10, 18, 12, 10, 15, 12, 10, 12]",120,264.8,0,0,none,"[8, 15, 10, 10, 15, 8, 10, 20, 15, 10]",121,263.8,0,0
qwen25-7b-instruct,N_vn_neutral_9,N,vn,neutral,none,4,10,20,0.4,10.525,"[5.75, 7.0, 9.0, 11.0, 8.75, 11.0, 10.0, 11.5, 16.25, 15.0]",0.0,none,"[8, 6, 12, 14, 10, 15, 5, 18, 20, 15]",123,245.4,0,0,none,"[5, 10, 10, 12, 8, 15, 15, 10, 15, 10]",110,258.4,0,0,none,"[5, 6, 10, 8, 8, 2, 0, 10, 15, 20]",84,284.4,0,0,none,"[5, 6, 4, 10, 9, 12, 20, 8, 15, 15]",104,264.4,0,0
