model,game_id,treatment,language,personality_condition,society,n_players,n_periods,endowment,mpcr,mean_contribution,mean_contribution_by_period,antisocial_punishment_total,agent1_personality,agent1_contributions,agent1_total_contributed,agent1_total_earnings,agent1_contrib_fallbacks,agent1_punish_fallbacks,agent2_personality,agent2_contributions,agent2_total_contributed,agent2_total_earnings,agent2_contrib_fallbacks,agent2_punish_fallbacks,agent3_personality,agent3_contributions,agent3_total_contributed,agent3_total_earnings,agent3_contrib_fallbacks,agent3_punish_fallbacks,agent4_personality,agent4_contributions,agent4_total_contributed,agent4_total_earnings,agent4_contrib_fallbacks,agent4_punish_fallbacks
qwen25-7b-instruct,P_cn_neutral_0,P,cn,neutral,none,4,10,20,0.4,11.825,"[11.25, 13.0, 12.25, 9.5, 7.5, 15.0, 15.25, 12.25, 10.25, 12.0]",130.0,none,"[5, 15, 15, 10, 15, 20, 15, 15, 20, 15]",145,24.0,0,0,none,"[10, 10, 5, 15, 5, 10, 15, 15, 5, 10]",100,61.0,0,0,none,"[10, 15, 15, 12, 5, 15, 15, 18, 15, 18]",138,31.2,0,0,none,"[20, 12, 14, 1, 5, 15, 16, 1, 1, 5]",90,67.8,0,0
qwen25-7b-instruct,P_cn_neutral_1,P,cn,neutral,none,4,10,20,0.4,13.1,"[13.0, 13.25, 12.0, 11.75, 15.0, 15.0, 15.0, 11.75, 11.25, 13.0]",102.0,none,"[20, 13, 15, 5, 15, 15, 15, 15, 5, 15]",133,95.4,0,0,none,"[12, 15, 10, 10, 17, 15, 20, 2, 15, 10]",126,91.6,0,0,none,"[15, 10, 14, 18, 12, 15, 15, 16, 10, 15]",140,107.0,0,0,none,"[5, 15, 9, 14, 16, 15, 10, 14, 15, 12]",125,85.8,0,0
qwen25-7b-instruct,P_cn_neutral_2,P,cn,neutral,none,4,10,20,0.4,10.65,"[8.0, 11.0, 13.0, 15.25, 5.75, 15.0, 8.5, 12.75, 6.5, 10.75]",135.0,none,"[2, 20, 15, 10, 10, 15, 5, 1, 5, 10]",93,87.0,0,0,none,"[10, 8, 10, 15, 2, 15, 5, 15, 1, 10]",91,83.6,0,0,none,"[10, 8, 12, 18, 1, 15, 12, 15, 15, 18]",124,60.4,0,0,none,"[10, 8, 15, 18, 10, 15, 12, 20, 5, 5]",118,60.4,0,0
qwen25-7b-instruct,P_cn_neutral_3,P,cn,neutral,none,4,10,20,0.4,13.625,"[9.5, 14.25, 13.0, 15.25, 14.0, 11.25, 14.0, 15.5, 13.75, 15.75]",167.0,none,"[5, 12, 10, 13, 13, 14, 15, 15, 15, 18]",130,50.8,0,0,none,"[10, 15, 15, 20, 18, 15, 5, 12, 15, 18]",143,24.0,0,0,none,"[15, 10, 15, 12, 10, 1, 18, 15, 20, 12]",128,41.6,0,0,none,"[8, 20, 12, 16, 15, 15, 18, 20, 5, 15]",144,6.6,0,0
qwen25-7b-instruct,P_cn_neutral_4,P,cn,neutral,none,4,10,20,0.4,13.65,"[14.0, 13.5, 12.0, 13.25, 12.5, 18.0, 13.25, 13.25, 14.25, 12.5]",131.0,none,"[16, 18, 10, 18, 12, 18, 15, 15, 18, 10]",150,78.4,0,0,none,"[15, 20, 15, 10, 10, 20, 18, 5, 15, 15]",143,64.6,0,0,none,"[15, 14, 5, 15, 18, 18, 15, 15, 12, 15]",142,80.4,0,0,none,"[10, 2, 18, 10, 10, 16, 5, 18, 12, 10]",111,96.4,0,0
qwen25-7b-instruct,P_cn_neutral_5,P,cn,neutral,none,4,10,20,0.4,12.625,"[12.0, 13.0, 15.5, 14.5, 13.5, 12.5, 8.25, 10.25, 15.75, 11.0]",137.0,none,"[15, 10, 12, 14, 5, 5, 5, 15, 10, 1]",92,65.6,0,0,none,"[15, 15, 20, 15, 18, 15, 16, 15, 20, 10]",159,20.0,0,0,none,"[10, 15, 20, 15, 13, 15, 10, 1, 18, 15]",132,34.4,0,0,none,"[8, 12, 10, 14, 18, 15, 2, 10, 15, 18]",122,11.0,0,0
qwen25-7b-instruct,P_cn_neutral_6,P,cn,neutral,none,4,10,20,0.4,13.65,"[13.75, 14.25, 17.0, 15.75, 14.5, 10.25, 11.25, 14.5, 15.75, 9.5]",144.0,none,"[10, 15, 17, 15, 10, 8, 5, 15, 15, 20]",130,75.8,0,0,none,"[20, 12, 14, 13, 18, 20, 15, 13, 18, 1]",144,76.0,0,0,none,"[10, 15, 17, 15, 20, 1, 10, 15, 15, 2]",120,89.2,0,0,none,"[15, 15, 20, 20, 10, 12, 15, 15, 15, 15]",152,44.4,0,0
qwen25-7b-instruct,P_cn_neutral_7,P,cn,neutral,none,4,10,20,0.4,11.1,"[6.0, 13.0, 14.75, 11.0, 10.0, 11.75, 12.25, 11.75, 13.0, 7.5]",125.0,none,"[8, 12, 15, 10, 12, 15, 10, 12, 15, 15]",124,35.8,0,0,none,"[10, 15, 16, 13, 14, 10, 14, 10, 10, 10]",122,71.0,0,0,none,"[1, 10, 15, 8, 1, 15, 10, 15, 12, 5]",92,77.4,0,0,none,"[5, 15, 13, 13, 13, 7, 15, 10, 15, 0]",106,82.0,0,0
qwen25-7b-instruct,P_cn_neutral_8,P,cn,neutral,none,4,10,20,0.4,14.425,"[11.25, 13.0, 12.5, 15.75, 15.5, 15.25, 16.5, 13.0, 15.0, 16.5]",174.0,none,"[0, 10, 10, 15, 20, 15, 20, 17, 20, 20]",147,16.6,0,0,none,"[10, 15, 15, 10, 15, 13, 17, 15, 15, 17]",142,42.0,0,0,none,"[15, 15, 10, 18, 15, 15, 15, 5, 10, 14]",132,37.6,0,0,none,"[20, 12, 15, 20, 12, 18, 14, 15, 15, 15]",156,18.0,0,0
qwen25-7b-instruct,P_cn_neutral_9,P,cn,neutral,none,4,10,20,0.4,13.7,"[8.75, 14.75, 18.25, 16.5, 14.5, 11.75, 14.75, 15.0, 9.5, 13.25]",108.0,none,"[10, 15, 20, 16, 18, 18, 20, 15, 12, 18]",162,93.0,0,0,none,"[5, 15, 20, 15, 20, 18, 20, 15, 10, 15]",153,123.0,0,0,none,"[10, 15, 18, 20, 4, 1, 10, 15, 15, 15]",123,172.0,0,0,none,"[10, 14, 15, 15, 16, 10, 9, 15, 1, 5]",110,165.0,0,0
