model,game_id,treatment_loss_prob,language,personality_condition,framing,n_players,n_rounds,endowment,target,group_total,reached_target,loss_triggered,random_draw,round_totals,agent1_personality,agent1_contributions,agent1_total,agent1_savings,agent1_payoff,agent1_parse_fallbacks,agent2_personality,agent2_contributions,agent2_total,agent2_savings,agent2_payoff,agent2_parse_fallbacks,agent3_personality,agent3_contributions,agent3_total,agent3_savings,agent3_payoff,agent3_parse_fallbacks,agent4_personality,agent4_contributions,agent4_total,agent4_savings,agent4_payoff,agent4_parse_fallbacks,agent5_personality,agent5_contributions,agent5_total,agent5_savings,agent5_payoff,agent5_parse_fallbacks,agent6_personality,agent6_contributions,agent6_total,agent6_savings,agent6_payoff,agent6_parse_fallbacks
gemma2-9b-it,p90_climate_ar_neutral_0,90,ar,neutral,climate,6,10,40,120,154,True,False,0.99497,"[6, 12, 14, 14, 16, 18, 16, 14, 22, 22]",none,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 4]",24,16,16,0,none,"[2, 2, 2, 2, 2, 4, 0, 2, 4, 4]",24,16,16,1,none,"[0, 2, 2, 4, 4, 4, 4, 0, 4, 4]",28,12,12,2,none,"[0, 2, 2, 0, 2, 2, 4, 4, 4, 4]",24,16,16,2,none,"[0, 2, 4, 4, 4, 4, 4, 4, 4, 4]",34,6,6,1,none,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",20,20,20,0
gemma2-9b-it,p90_climate_ar_neutral_1,90,ar,neutral,climate,6,10,40,120,172,True,False,0.286189,"[6, 8, 16, 16, 18, 20, 24, 20, 24, 20]",none,"[2, 0, 4, 4, 4, 4, 4, 0, 4, 4]",30,10,10,2,none,"[0, 0, 2, 2, 4, 2, 4, 4, 4, 4]",26,14,14,2,none,"[0, 2, 2, 2, 2, 4, 4, 4, 4, 4]",28,12,12,1,none,"[0, 2, 2, 2, 2, 4, 4, 4, 4, 4]",28,12,12,1,none,"[2, 2, 4, 4, 4, 4, 4, 4, 4, 0]",32,8,8,1,none,"[2, 2, 2, 2, 2, 2, 4, 4, 4, 4]",28,12,12,0
gemma2-9b-it,p90_climate_ar_neutral_2,90,ar,neutral,climate,6,10,40,120,136,True,False,0.315785,"[6, 10, 10, 14, 16, 8, 14, 14, 22, 22]",none,"[0, 0, 2, 4, 4, 4, 4, 4, 4, 4]",30,10,10,2,none,"[0, 2, 2, 2, 4, 0, 4, 4, 4, 4]",26,14,14,2,none,"[2, 2, 2, 2, 2, 2, 2, 0, 2, 2]",18,22,22,1,none,"[0, 2, 2, 2, 2, 0, 0, 2, 4, 4]",18,22,22,3,none,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 4]",24,16,16,0,none,"[2, 2, 0, 2, 2, 0, 2, 2, 4, 4]",20,20,20,2
gemma2-9b-it,p90_climate_ar_neutral_3,90,ar,neutral,climate,6,10,40,120,156,True,False,0.147379,"[10, 4, 12, 14, 16, 22, 22, 18, 18, 20]",none,"[2, 0, 2, 2, 2, 4, 4, 0, 2, 0]",18,22,22,2,none,"[2, 0, 2, 2, 2, 4, 4, 4, 4, 4]",28,12,12,1,none,"[2, 0, 4, 2, 2, 2, 2, 2, 0, 4]",20,20,20,2,none,"[0, 2, 2, 2, 4, 4, 4, 4, 4, 4]",30,10,10,1,none,"[2, 0, 0, 2, 2, 4, 4, 4, 4, 4]",26,14,14,1,none,"[2, 2, 2, 4, 4, 4, 4, 4, 4, 4]",34,6,6,0
gemma2-9b-it,p90_climate_ar_neutral_4,90,ar,neutral,climate,6,10,40,120,136,True,False,0.685144,"[6, 10, 10, 12, 10, 16, 14, 18, 22, 18]",none,"[2, 2, 2, 4, 2, 4, 4, 4, 4, 4]",32,8,8,0,none,"[0, 2, 2, 0, 2, 4, 4, 4, 4, 0]",22,18,18,3,none,"[0, 2, 0, 2, 2, 2, 0, 2, 4, 4]",18,22,22,3,none,"[0, 0, 2, 2, 0, 2, 2, 4, 4, 4]",20,20,20,3,none,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",20,20,20,0,none,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 4]",24,16,16,0
gemma2-9b-it,p90_climate_ar_neutral_5,90,ar,neutral,climate,6,10,40,120,156,True,False,0.876656,"[4, 10, 14, 18, 18, 20, 16, 22, 12, 22]",none,"[2, 0, 4, 2, 4, 2, 4, 4, 0, 2]",24,16,16,1,none,"[0, 2, 2, 2, 2, 4, 2, 4, 0, 4]",22,18,18,2,none,"[0, 2, 2, 2, 2, 2, 2, 2, 4, 4]",22,18,18,1,none,"[0, 2, 2, 4, 4, 4, 0, 4, 0, 4]",24,16,16,2,none,"[2, 2, 2, 4, 2, 4, 4, 4, 4, 4]",32,8,8,0,none,"[0, 2, 2, 4, 4, 4, 4, 4, 4, 4]",32,8,8,1
gemma2-9b-it,p90_climate_ar_neutral_6,90,ar,neutral,climate,6,10,40,120,144,True,False,0.17343,"[10, 6, 8, 16, 16, 12, 16, 20, 22, 18]",none,"[2, 2, 2, 4, 4, 2, 4, 4, 4, 4]",32,8,8,0,none,"[2, 0, 0, 2, 2, 4, 2, 4, 4, 4]",24,16,16,2,none,"[0, 0, 2, 2, 2, 2, 4, 2, 4, 0]",18,22,22,3,none,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",20,20,20,0,none,"[2, 0, 0, 4, 4, 0, 2, 4, 4, 4]",24,16,16,3,none,"[2, 2, 2, 2, 2, 2, 2, 4, 4, 4]",26,14,14,0
gemma2-9b-it,p90_climate_ar_neutral_7,90,ar,neutral,climate,6,10,40,120,114,False,True,0.713716,"[2, 12, 10, 10, 10, 8, 12, 14, 18, 18]",none,"[0, 2, 0, 2, 0, 2, 2, 4, 4, 4]",20,20,0,3,none,"[0, 2, 2, 2, 2, 2, 2, 2, 4, 4]",22,18,0,1,none,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",20,20,0,0,none,"[0, 2, 2, 2, 2, 0, 2, 2, 2, 0]",14,26,0,3,none,"[0, 2, 2, 0, 2, 2, 2, 2, 2, 4]",18,22,0,2,none,"[0, 2, 2, 2, 2, 0, 2, 2, 4, 4]",20,20,0,2
gemma2-9b-it,p90_climate_ar_neutral_8,90,ar,neutral,climate,6,10,40,120,150,True,False,0.987304,"[8, 12, 14, 6, 18, 14, 18, 22, 18, 20]",none,"[0, 2, 0, 0, 2, 4, 4, 4, 4, 4]",24,16,16,3,none,"[0, 2, 2, 0, 2, 2, 2, 4, 0, 2]",16,24,24,2,none,"[2, 2, 2, 2, 4, 2, 4, 4, 4, 4]",30,10,10,0,none,"[2, 0, 2, 2, 2, 0, 4, 2, 4, 2]",20,20,20,2,none,"[2, 2, 4, 0, 4, 2, 2, 4, 4, 4]",28,12,12,1,none,"[2, 4, 4, 2, 4, 4, 2, 4, 2, 4]",32,8,8,0
gemma2-9b-it,p90_climate_ar_neutral_9,90,ar,neutral,climate,6,10,40,120,126,True,False,0.358387,"[12, 8, 10, 14, 14, 14, 14, 14, 16, 10]",none,"[2, 2, 0, 4, 4, 4, 4, 4, 4, 0]",28,12,12,3,none,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",20,20,20,0,none,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 4]",24,16,16,0,none,"[2, 0, 2, 2, 2, 2, 2, 2, 2, 0]",16,24,24,1,none,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",20,20,20,0,none,"[2, 0, 2, 2, 2, 2, 2, 2, 2, 2]",18,22,22,1
