model,game_id,treatment_loss_prob,language,personality_condition,framing,n_players,n_rounds,endowment,target,group_total,reached_target,loss_triggered,random_draw,round_totals,agent1_personality,agent1_contributions,agent1_total,agent1_savings,agent1_payoff,agent1_parse_fallbacks,agent2_personality,agent2_contributions,agent2_total,agent2_savings,agent2_payoff,agent2_parse_fallbacks,agent3_personality,agent3_contributions,agent3_total,agent3_savings,agent3_payoff,agent3_parse_fallbacks,agent4_personality,agent4_contributions,agent4_total,agent4_savings,agent4_payoff,agent4_parse_fallbacks,agent5_personality,agent5_contributions,agent5_total,agent5_savings,agent5_payoff,agent5_parse_fallbacks,agent6_personality,agent6_contributions,agent6_total,agent6_savings,agent6_payoff,agent6_parse_fallbacks
gemma2-9b-it,p90_climate_fr_neutral_0,90,fr,neutral,climate,6,10,40,120,146,True,False,0.016275,"[8, 12, 14, 14, 16, 14, 16, 18, 22, 12]",none,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 0]",20,20,20,0,none,"[0, 2, 4, 2, 2, 2, 4, 4, 4, 4]",28,12,12,1,none,"[2, 2, 2, 4, 4, 2, 4, 4, 4, 0]",28,12,12,0,none,"[0, 2, 2, 2, 4, 4, 2, 2, 4, 4]",26,14,14,1,none,"[2, 2, 2, 2, 4, 2, 2, 2, 2, 0]",20,20,20,0,none,"[2, 2, 2, 2, 0, 2, 2, 4, 4, 4]",24,16,16,1
gemma2-9b-it,p90_climate_fr_neutral_1,90,fr,neutral,climate,6,10,40,120,172,True,False,0.662579,"[12, 12, 14, 12, 20, 18, 20, 20, 24, 20]",none,"[2, 4, 2, 2, 4, 2, 4, 4, 4, 4]",32,8,8,0,none,"[2, 2, 4, 2, 4, 2, 4, 4, 4, 0]",28,12,12,1,none,"[2, 2, 2, 0, 4, 4, 2, 2, 4, 4]",26,14,14,1,none,"[2, 2, 2, 4, 2, 2, 4, 4, 4, 4]",30,10,10,0,none,"[2, 0, 2, 2, 2, 4, 2, 2, 4, 4]",24,16,16,1,none,"[2, 2, 2, 2, 4, 4, 4, 4, 4, 4]",32,8,8,0
gemma2-9b-it,p90_climate_fr_neutral_2,90,fr,neutral,climate,6,10,40,120,150,True,False,0.705093,"[12, 12, 18, 14, 12, 18, 14, 14, 18, 18]",none,"[2, 2, 2, 0, 2, 2, 2, 2, 4, 0]",18,22,22,1,none,"[2, 2, 2, 2, 4, 2, 2, 2, 4, 4]",26,14,14,0,none,"[2, 4, 4, 4, 0, 4, 2, 2, 4, 4]",30,10,10,1,none,"[2, 0, 4, 2, 2, 4, 4, 2, 2, 4]",26,14,14,1,none,"[2, 4, 4, 4, 0, 4, 2, 2, 0, 2]",24,16,16,2,none,"[2, 0, 2, 2, 4, 2, 2, 4, 4, 4]",26,14,14,1
gemma2-9b-it,p90_climate_fr_neutral_3,90,fr,neutral,climate,6,10,40,120,166,True,False,0.453518,"[8, 16, 16, 16, 20, 20, 22, 16, 22, 10]",none,"[2, 4, 2, 2, 2, 4, 4, 2, 4, 4]",30,10,10,0,none,"[0, 2, 4, 2, 4, 2, 4, 0, 4, 4]",26,14,14,0,none,"[0, 4, 2, 2, 4, 2, 4, 4, 2, 2]",26,14,14,0,none,"[2, 2, 2, 2, 4, 4, 4, 4, 4, 0]",28,12,12,0,none,"[2, 2, 4, 4, 4, 4, 4, 4, 4, 0]",32,8,8,0,none,"[2, 2, 2, 4, 2, 4, 2, 2, 4, 0]",24,16,16,0
gemma2-9b-it,p90_climate_fr_neutral_4,90,fr,neutral,climate,6,10,40,120,164,True,False,0.526666,"[12, 12, 14, 12, 14, 16, 20, 24, 24, 16]",none,"[2, 2, 2, 4, 2, 2, 4, 4, 4, 4]",30,10,10,0,none,"[2, 2, 2, 2, 2, 4, 4, 4, 4, 0]",26,14,14,0,none,"[2, 2, 4, 2, 4, 2, 4, 4, 4, 4]",32,8,8,0,none,"[2, 2, 2, 2, 2, 2, 2, 4, 4, 4]",26,14,14,0,none,"[2, 2, 2, 0, 2, 2, 2, 4, 4, 0]",20,20,20,1,none,"[2, 2, 2, 2, 2, 4, 4, 4, 4, 4]",30,10,10,0
gemma2-9b-it,p90_climate_fr_neutral_5,90,fr,neutral,climate,6,10,40,120,168,True,False,0.560393,"[12, 14, 16, 20, 18, 20, 20, 20, 14, 14]",none,"[2, 2, 2, 4, 2, 4, 4, 4, 0, 0]",24,16,16,1,none,"[2, 2, 2, 2, 2, 4, 4, 4, 2, 2]",26,14,14,0,none,"[2, 2, 2, 2, 2, 2, 2, 4, 2, 0]",20,20,20,0,none,"[2, 2, 2, 4, 4, 2, 2, 4, 4, 4]",30,10,10,0,none,"[2, 2, 4, 4, 4, 4, 4, 2, 2, 4]",32,8,8,0,none,"[2, 4, 4, 4, 4, 4, 4, 2, 4, 4]",36,4,4,0
gemma2-9b-it,p90_climate_fr_neutral_6,90,fr,neutral,climate,6,10,40,120,164,True,False,0.271808,"[12, 16, 12, 20, 20, 18, 20, 18, 16, 12]",none,"[2, 4, 2, 2, 4, 4, 4, 2, 4, 4]",32,8,8,0,none,"[2, 2, 2, 4, 4, 2, 2, 4, 0, 0]",22,18,18,0,none,"[2, 2, 0, 2, 2, 2, 2, 2, 4, 4]",22,18,18,1,none,"[2, 2, 2, 4, 2, 2, 4, 2, 0, 0]",20,20,20,0,none,"[4, 2, 2, 4, 4, 4, 4, 4, 4, 0]",32,8,8,0,none,"[0, 4, 4, 4, 4, 4, 4, 4, 4, 4]",36,4,4,1
gemma2-9b-it,p90_climate_fr_neutral_7,90,fr,neutral,climate,6,10,40,120,184,True,False,0.602738,"[12, 14, 14, 24, 20, 20, 20, 20, 24, 16]",none,"[2, 2, 4, 4, 4, 4, 4, 4, 4, 4]",36,4,4,0,none,"[2, 2, 2, 4, 2, 2, 2, 2, 4, 4]",26,14,14,0,none,"[2, 2, 2, 4, 4, 4, 4, 4, 4, 4]",34,6,6,0,none,"[2, 2, 2, 4, 4, 4, 4, 2, 4, 0]",28,12,12,0,none,"[2, 2, 2, 4, 4, 4, 2, 4, 4, 4]",32,8,8,0,none,"[2, 4, 2, 4, 2, 2, 4, 4, 4, 0]",28,12,12,0
gemma2-9b-it,p90_climate_fr_neutral_8,90,fr,neutral,climate,6,10,40,120,182,True,False,0.527729,"[12, 18, 16, 18, 16, 18, 22, 20, 20, 22]",none,"[2, 2, 2, 2, 2, 4, 4, 2, 4, 4]",28,12,12,0,none,"[2, 4, 4, 4, 4, 4, 4, 4, 4, 4]",38,2,2,0,none,"[2, 4, 4, 2, 2, 2, 4, 4, 4, 2]",30,10,10,0,none,"[2, 2, 2, 4, 4, 4, 4, 4, 0, 4]",30,10,10,1,none,"[2, 2, 2, 2, 2, 2, 4, 2, 4, 4]",26,14,14,0,none,"[2, 4, 2, 4, 2, 2, 2, 4, 4, 4]",30,10,10,0
gemma2-9b-it,p90_climate_fr_neutral_9,90,fr,neutral,climate,6,10,40,120,162,True,False,0.583722,"[12, 16, 16, 16, 18, 16, 20, 18, 18, 12]",none,"[4, 2, 2, 4, 2, 2, 2, 4, 4, 0]",26,14,14,0,none,"[2, 4, 2, 2, 2, 4, 4, 4, 2, 0]",26,14,14,0,none,"[2, 2, 2, 2, 4, 4, 4, 0, 4, 4]",28,12,12,1,none,"[0, 2, 4, 2, 2, 2, 2, 2, 4, 0]",20,20,20,1,none,"[2, 4, 2, 4, 4, 2, 4, 4, 0, 4]",30,10,10,0,none,"[2, 2, 4, 2, 4, 2, 4, 4, 4, 4]",32,8,8,0
