model,game_id,treatment_loss_prob,language,personality_condition,framing,n_players,n_rounds,endowment,target,group_total,reached_target,loss_triggered,random_draw,round_totals,agent1_personality,agent1_contributions,agent1_total,agent1_savings,agent1_payoff,agent1_parse_fallbacks,agent2_personality,agent2_contributions,agent2_total,agent2_savings,agent2_payoff,agent2_parse_fallbacks,agent3_personality,agent3_contributions,agent3_total,agent3_savings,agent3_payoff,agent3_parse_fallbacks,agent4_personality,agent4_contributions,agent4_total,agent4_savings,agent4_payoff,agent4_parse_fallbacks,agent5_personality,agent5_contributions,agent5_total,agent5_savings,agent5_payoff,agent5_parse_fallbacks,agent6_personality,agent6_contributions,agent6_total,agent6_savings,agent6_payoff,agent6_parse_fallbacks
gemma2-9b-it,p10_climate_en_neutral_0,10,en,neutral,climate,6,10,40,120,154,True,False,0.008872,"[12, 12, 12, 14, 18, 20, 18, 16, 24, 8]",none,"[2, 2, 2, 2, 4, 4, 4, 4, 4, 0]",28,12,12,0,none,"[2, 2, 2, 4, 4, 4, 2, 2, 4, 4]",30,10,10,0,none,"[2, 2, 2, 2, 2, 2, 2, 4, 4, 2]",24,16,16,0,none,"[2, 2, 2, 2, 2, 2, 4, 4, 4, 0]",24,16,16,0,none,"[2, 2, 2, 2, 2, 4, 2, 2, 4, 2]",24,16,16,0,none,"[2, 2, 2, 2, 4, 4, 4, 0, 4, 0]",24,16,16,0
gemma2-9b-it,p10_climate_en_neutral_1,10,en,neutral,climate,6,10,40,120,172,True,False,0.673093,"[12, 12, 14, 16, 18, 24, 22, 22, 18, 14]",none,"[2, 2, 2, 2, 2, 4, 4, 4, 4, 4]",30,10,10,0,none,"[2, 2, 2, 2, 4, 4, 4, 4, 0, 2]",26,14,14,0,none,"[2, 2, 4, 4, 4, 4, 4, 4, 4, 4]",36,4,4,0,none,"[2, 2, 2, 2, 2, 4, 2, 4, 4, 4]",28,12,12,0,none,"[2, 2, 2, 4, 2, 4, 4, 4, 2, 0]",26,14,14,0,none,"[2, 2, 2, 2, 4, 4, 4, 2, 4, 0]",26,14,14,0
gemma2-9b-it,p10_climate_en_neutral_2,10,en,neutral,climate,6,10,40,120,164,True,False,0.366879,"[12, 12, 12, 14, 18, 20, 24, 20, 14, 18]",none,"[2, 2, 2, 2, 2, 4, 4, 4, 0, 2]",24,16,16,0,none,"[2, 2, 2, 2, 4, 2, 4, 4, 2, 4]",28,12,12,0,none,"[2, 2, 2, 2, 4, 2, 4, 4, 4, 0]",26,14,14,0,none,"[2, 2, 2, 2, 2, 4, 4, 4, 4, 4]",30,10,10,0,none,"[2, 2, 2, 2, 2, 4, 4, 2, 4, 4]",28,12,12,0,none,"[2, 2, 2, 4, 4, 4, 4, 2, 0, 4]",28,12,12,0
gemma2-9b-it,p10_climate_en_neutral_3,10,en,neutral,climate,6,10,40,120,160,True,False,0.283822,"[12, 12, 12, 16, 16, 14, 20, 18, 22, 18]",none,"[2, 2, 2, 2, 2, 2, 4, 2, 4, 4]",26,14,14,0,none,"[2, 2, 2, 4, 2, 4, 4, 4, 4, 4]",32,8,8,0,none,"[2, 2, 2, 2, 2, 2, 4, 2, 2, 2]",22,18,18,0,none,"[2, 2, 2, 4, 4, 2, 2, 4, 4, 4]",30,10,10,0,none,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 4]",24,16,16,0,none,"[2, 2, 2, 2, 4, 2, 4, 4, 4, 0]",26,14,14,0
gemma2-9b-it,p10_climate_en_neutral_4,10,en,neutral,climate,6,10,40,120,164,True,False,0.194193,"[12, 12, 12, 12, 12, 16, 18, 22, 24, 24]",none,"[2, 2, 2, 2, 2, 4, 4, 4, 4, 4]",30,10,10,0,none,"[2, 2, 2, 2, 2, 4, 4, 4, 4, 4]",30,10,10,0,none,"[2, 2, 2, 2, 2, 2, 2, 4, 4, 4]",26,14,14,0,none,"[2, 2, 2, 2, 2, 2, 0, 2, 4, 4]",22,18,18,1,none,"[2, 2, 2, 2, 2, 2, 4, 4, 4, 4]",28,12,12,0,none,"[2, 2, 2, 2, 2, 2, 4, 4, 4, 4]",28,12,12,0
gemma2-9b-it,p10_climate_en_neutral_5,10,en,neutral,climate,6,10,40,120,160,True,False,0.386353,"[12, 12, 14, 16, 20, 22, 22, 12, 18, 12]",none,"[2, 2, 2, 2, 2, 4, 4, 2, 2, 4]",26,14,14,0,none,"[2, 2, 2, 2, 4, 4, 4, 0, 0, 4]",24,16,16,0,none,"[2, 2, 4, 4, 4, 4, 2, 4, 4, 0]",30,10,10,0,none,"[2, 2, 2, 4, 4, 4, 4, 0, 4, 0]",26,14,14,0,none,"[2, 2, 2, 2, 4, 2, 4, 4, 4, 4]",30,10,10,0,none,"[2, 2, 2, 2, 2, 4, 4, 2, 4, 0]",24,16,16,0
gemma2-9b-it,p10_climate_en_neutral_6,10,en,neutral,climate,6,10,40,120,170,True,False,0.158342,"[12, 14, 12, 14, 14, 20, 22, 20, 20, 22]",none,"[2, 4, 2, 2, 4, 4, 4, 4, 4, 4]",34,6,6,0,none,"[2, 2, 2, 2, 2, 4, 4, 4, 4, 4]",30,10,10,0,none,"[2, 2, 2, 4, 2, 4, 4, 4, 0, 4]",28,12,12,0,none,"[2, 2, 2, 2, 2, 4, 4, 2, 4, 2]",26,14,14,0,none,"[2, 2, 2, 2, 2, 2, 2, 4, 4, 4]",26,14,14,0,none,"[2, 2, 2, 2, 2, 2, 4, 2, 4, 4]",26,14,14,0
gemma2-9b-it,p10_climate_en_neutral_7,10,en,neutral,climate,6,10,40,120,142,True,False,0.413571,"[10, 12, 12, 12, 12, 14, 18, 22, 18, 12]",none,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 0]",18,22,22,0,none,"[2, 2, 2, 2, 2, 2, 4, 4, 4, 4]",28,12,12,0,none,"[2, 2, 2, 2, 2, 2, 4, 4, 4, 0]",24,16,16,0,none,"[0, 2, 2, 2, 2, 2, 2, 4, 4, 4]",24,16,16,0,none,"[2, 2, 2, 2, 2, 4, 4, 4, 0, 2]",24,16,16,0,none,"[2, 2, 2, 2, 2, 2, 2, 4, 4, 2]",24,16,16,0
gemma2-9b-it,p10_climate_en_neutral_8,10,en,neutral,climate,6,10,40,120,162,True,False,0.06251,"[12, 14, 14, 16, 14, 20, 22, 24, 2, 24]",none,"[2, 2, 2, 2, 2, 2, 4, 4, 0, 4]",24,16,16,0,none,"[2, 2, 2, 4, 2, 4, 2, 4, 0, 4]",26,14,14,0,none,"[2, 2, 4, 2, 2, 2, 4, 4, 2, 4]",28,12,12,0,none,"[2, 2, 2, 2, 2, 4, 4, 4, 0, 4]",26,14,14,0,none,"[2, 4, 2, 4, 4, 4, 4, 4, 0, 4]",32,8,8,0,none,"[2, 2, 2, 2, 2, 4, 4, 4, 0, 4]",26,14,14,0
gemma2-9b-it,p10_climate_en_neutral_9,10,en,neutral,climate,6,10,40,120,132,True,False,0.763193,"[12, 12, 12, 12, 14, 16, 14, 16, 18, 6]",none,"[2, 2, 2, 2, 4, 2, 4, 4, 2, 2]",26,14,14,0,none,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 2]",22,18,18,0,none,"[2, 2, 2, 2, 2, 4, 2, 2, 2, 2]",22,18,18,0,none,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 0]",18,22,22,0,none,"[2, 2, 2, 2, 2, 4, 2, 4, 4, 0]",24,16,16,0,none,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 0]",20,20,20,0
