model,game_id,treatment,language,personality_condition,society,n_players,n_periods,endowment,mpcr,mean_contribution,mean_contribution_by_period,antisocial_punishment_total,agent1_personality,agent1_contributions,agent1_total_contributed,agent1_total_earnings,agent1_contrib_fallbacks,agent1_punish_fallbacks,agent2_personality,agent2_contributions,agent2_total_contributed,agent2_total_earnings,agent2_contrib_fallbacks,agent2_punish_fallbacks,agent3_personality,agent3_contributions,agent3_total_contributed,agent3_total_earnings,agent3_contrib_fallbacks,agent3_punish_fallbacks,agent4_personality,agent4_contributions,agent4_total_contributed,agent4_total_earnings,agent4_contrib_fallbacks,agent4_punish_fallbacks
gemma2-9b-it,N_cn_neutral_0,N,cn,neutral,none,4,10,20,0.4,11.95,"[3.75, 13.25, 15.0, 12.75, 12.75, 12.75, 13.0, 11.0, 14.25, 11.0]",0.0,none,"[0, 15, 12, 15, 15, 8, 10, 18, 12, 12]",117,274.2,1,0,none,"[10, 18, 15, 10, 12, 12, 8, 16, 12, 10]",123,268.2,0,0,none,"[0, 5, 15, 10, 12, 15, 20, 10, 15, 12]",114,277.2,0,0,none,"[5, 15, 18, 16, 12, 16, 14, 0, 18, 10]",124,267.2,1,0
gemma2-9b-it,N_cn_neutral_1,N,cn,neutral,none,4,10,20,0.4,12.0,"[3.75, 7.5, 10.75, 11.0, 12.5, 13.0, 12.75, 16.5, 15.5, 16.75]",0.0,none,"[5, 5, 8, 10, 12, 10, 12, 15, 16, 16]",109,283.0,0,0,none,"[5, 10, 10, 12, 15, 15, 15, 18, 18, 15]",133,259.0,0,0,none,"[5, 10, 15, 12, 18, 17, 12, 18, 16, 18]",141,251.0,0,0,none,"[0, 5, 10, 10, 5, 10, 12, 15, 12, 18]",97,295.0,1,0
gemma2-9b-it,N_cn_neutral_2,N,cn,neutral,none,4,10,20,0.4,11.575,"[5.75, 10.5, 11.25, 10.75, 12.25, 11.5, 12.0, 13.5, 15.0, 13.25]",0.0,none,"[8, 0, 15, 5, 10, 12, 13, 15, 20, 15]",113,272.2,1,0,none,"[5, 15, 10, 10, 12, 12, 10, 12, 13, 13]",112,273.2,0,0,none,"[5, 15, 10, 10, 15, 12, 10, 15, 12, 12]",116,269.2,0,0,none,"[5, 12, 10, 18, 12, 10, 15, 12, 15, 13]",122,263.2,0,0
gemma2-9b-it,N_cn_neutral_3,N,cn,neutral,none,4,10,20,0.4,11.025,"[6.25, 13.25, 11.5, 9.25, 12.25, 11.25, 11.5, 10.75, 11.25, 13.0]",0.0,none,"[5, 20, 7, 10, 15, 12, 10, 10, 5, 12]",106,270.4,0,0,none,"[0, 8, 12, 15, 10, 10, 12, 10, 12, 15]",104,272.4,1,0,none,"[10, 15, 12, 12, 12, 8, 12, 15, 16, 15]",127,249.4,0,0,none,"[10, 10, 15, 0, 12, 15, 12, 8, 12, 10]",104,272.4,1,0
gemma2-9b-it,N_cn_neutral_4,N,cn,neutral,none,4,10,20,0.4,14.85,"[5.0, 11.25, 14.25, 14.5, 16.0, 16.5, 17.0, 18.0, 17.75, 18.25]",0.0,none,"[0, 10, 15, 18, 16, 15, 17, 18, 18, 17]",144,293.6,1,0,none,"[5, 15, 15, 15, 15, 18, 18, 18, 17, 20]",156,281.6,0,0,none,"[10, 10, 15, 15, 18, 18, 18, 18, 18, 18]",158,279.6,0,0,none,"[5, 10, 12, 10, 15, 15, 15, 18, 18, 18]",136,301.6,0,0
gemma2-9b-it,N_cn_neutral_5,N,cn,neutral,none,4,10,20,0.4,15.2,"[7.5, 15.0, 17.25, 17.75, 18.25, 17.5, 11.25, 17.25, 15.0, 15.25]",0.0,none,"[10, 15, 15, 17, 18, 18, 17, 18, 20, 17]",165,278.2,0,0,none,"[5, 15, 18, 18, 18, 19, 0, 15, 10, 15]",133,310.2,1,0,none,"[10, 15, 18, 18, 19, 15, 18, 18, 15, 10]",156,287.2,0,0,none,"[5, 15, 18, 18, 18, 18, 10, 18, 15, 19]",154,289.2,0,0
gemma2-9b-it,N_cn_neutral_6,N,cn,neutral,none,4,10,20,0.4,13.275,"[5.25, 9.5, 12.25, 14.0, 15.0, 16.25, 15.25, 15.25, 14.75, 15.25]",0.0,none,"[8, 15, 16, 15, 15, 18, 17, 15, 18, 15]",152,260.4,0,0,none,"[8, 3, 10, 15, 15, 15, 17, 15, 10, 14]",122,290.4,0,0,none,"[0, 10, 8, 8, 18, 17, 15, 16, 15, 15]",122,290.4,0,0,none,"[5, 10, 15, 18, 12, 15, 12, 15, 16, 17]",135,277.4,0,0
gemma2-9b-it,N_cn_neutral_7,N,cn,neutral,none,4,10,20,0.4,12.1,"[3.75, 10.0, 11.75, 12.75, 15.75, 15.0, 15.0, 11.25, 13.25, 12.5]",0.0,none,"[5, 15, 10, 10, 12, 15, 18, 0, 18, 10]",113,280.6,1,0,none,"[0, 5, 10, 8, 15, 15, 15, 12, 5, 10]",95,298.6,1,0,none,"[5, 10, 15, 18, 18, 15, 12, 16, 15, 12]",136,257.6,0,0,none,"[5, 10, 12, 15, 18, 15, 15, 17, 15, 18]",140,253.6,0,0
gemma2-9b-it,N_cn_neutral_8,N,cn,neutral,none,4,10,20,0.4,13.25,"[6.25, 12.5, 16.5, 14.75, 17.5, 13.5, 14.25, 11.25, 12.5, 13.5]",0.0,none,"[5, 10, 18, 12, 18, 15, 16, 15, 15, 10]",134,278.0,0,0,none,"[5, 15, 18, 18, 17, 16, 15, 10, 15, 14]",143,269.0,0,0,none,"[5, 15, 15, 12, 20, 18, 16, 15, 10, 15]",141,271.0,0,0,none,"[10, 10, 15, 17, 15, 5, 10, 5, 10, 15]",112,300.0,0,0
gemma2-9b-it,N_cn_neutral_9,N,cn,neutral,none,4,10,20,0.4,13.225,"[7.0, 10.5, 11.75, 16.5, 12.25, 13.75, 12.5, 16.0, 16.5, 15.5]",0.0,none,"[10, 15, 15, 18, 17, 12, 15, 18, 18, 15]",153,258.6,0,0,none,"[8, 0, 2, 15, 10, 18, 10, 10, 18, 15]",106,305.6,1,0,none,"[0, 15, 10, 15, 10, 15, 15, 18, 15, 18]",131,280.6,1,0,none,"[10, 12, 20, 18, 12, 10, 10, 18, 15, 14]",139,272.6,0,0
