model,game_id,treatment,language,personality_condition,society,n_players,n_periods,endowment,mpcr,mean_contribution,mean_contribution_by_period,antisocial_punishment_total,agent1_personality,agent1_contributions,agent1_total_contributed,agent1_total_earnings,agent1_contrib_fallbacks,agent1_punish_fallbacks,agent2_personality,agent2_contributions,agent2_total_contributed,agent2_total_earnings,agent2_contrib_fallbacks,agent2_punish_fallbacks,agent3_personality,agent3_contributions,agent3_total_contributed,agent3_total_earnings,agent3_contrib_fallbacks,agent3_punish_fallbacks,agent4_personality,agent4_contributions,agent4_total_contributed,agent4_total_earnings,agent4_contrib_fallbacks,agent4_punish_fallbacks
gemma2-9b-it,P_cn_neutral_0,P,cn,neutral,none,4,10,20,0.4,9.5,"[5.75, 13.25, 13.5, 11.0, 9.0, 9.75, 6.5, 8.75, 10.5, 7.0]",126.0,none,"[0, 10, 12, 8, 8, 12, 6, 0, 10, 8]",74,65.4,2,2,none,"[10, 19, 20, 10, 8, 12, 10, 10, 10, 10]",119,57.4,0,2,none,"[3, 12, 10, 8, 10, 5, 5, 15, 12, 5]",85,64.6,0,0,none,"[10, 12, 12, 18, 10, 10, 5, 10, 10, 5]",102,57.2,0,0
gemma2-9b-it,P_cn_neutral_1,P,cn,neutral,none,4,10,20,0.4,11.475,"[6.25, 11.75, 12.75, 10.0, 13.75, 12.0, 10.75, 12.0, 13.75, 11.75]",140.0,none,"[5, 15, 12, 10, 15, 12, 12, 15, 18, 10]",124,107.4,0,1,none,"[5, 15, 12, 10, 18, 12, 5, 15, 15, 12]",119,63.2,0,3,none,"[10, 7, 12, 10, 14, 12, 14, 10, 10, 15]",114,85.6,0,1,none,"[5, 10, 15, 10, 8, 12, 12, 8, 12, 10]",102,76.2,0,1
gemma2-9b-it,P_cn_neutral_2,P,cn,neutral,none,4,10,20,0.4,10.3,"[6.75, 11.5, 9.5, 8.0, 13.0, 10.25, 8.75, 12.25, 13.0, 10.0]",123.0,none,"[5, 12, 10, 10, 15, 8, 10, 10, 15, 12]",107,91.6,0,1,none,"[10, 10, 8, 12, 10, 10, 15, 12, 12, 10]",109,78.2,0,1,none,"[7, 12, 10, 10, 15, 13, 5, 15, 5, 8]",100,83.4,0,1,none,"[5, 12, 10, 0, 12, 10, 5, 12, 20, 10]",96,81.6,0,2
gemma2-9b-it,P_cn_neutral_3,P,cn,neutral,none,4,10,20,0.4,10.95,"[3.25, 7.75, 13.5, 13.25, 13.0, 16.5, 13.0, 8.75, 10.0, 10.5]",145.0,none,"[0, 5, 15, 18, 16, 18, 12, 10, 10, 10]",114,69.0,1,1,none,"[0, 8, 15, 10, 12, 15, 15, 5, 10, 8]",98,70.0,1,1,none,"[5, 8, 12, 10, 12, 18, 10, 10, 8, 12]",105,73.8,0,1,none,"[8, 10, 12, 15, 12, 15, 15, 10, 12, 12]",121,89.0,0,1
gemma2-9b-it,P_cn_neutral_4,P,cn,neutral,none,4,10,20,0.4,10.425,"[5.0, 7.0, 11.25, 12.0, 13.25, 12.25, 11.75, 10.75, 12.0, 9.0]",116.0,none,"[5, 8, 15, 8, 10, 15, 12, 8, 12, 10]",103,107.4,0,0,none,"[5, 5, 15, 10, 10, 10, 15, 5, 20, 10]",105,138.6,0,2,none,"[5, 10, 5, 15, 18, 12, 10, 15, 8, 8]",106,92.6,0,1,none,"[5, 5, 10, 15, 15, 12, 10, 15, 8, 8]",103,109.8,0,1
gemma2-9b-it,P_cn_neutral_5,P,cn,neutral,none,4,10,20,0.4,10.35,"[7.5, 12.0, 13.25, 12.75, 13.5, 7.5, 9.5, 9.5, 6.75, 11.25]",119.0,none,"[5, 3, 10, 15, 12, 7, 5, 15, 5, 12]",89,71.0,0,1,none,"[10, 15, 15, 12, 12, 5, 8, 8, 10, 8]",103,80.8,0,3,none,"[10, 15, 15, 12, 15, 13, 10, 5, 5, 15]",115,51.8,0,0,none,"[5, 15, 13, 12, 15, 5, 15, 10, 7, 10]",107,91.0,0,2
gemma2-9b-it,P_cn_neutral_6,P,cn,neutral,none,4,10,20,0.4,12.2,"[8.5, 13.75, 12.75, 15.25, 11.75, 11.75, 12.5, 12.5, 13.75, 9.5]",124.0,none,"[5, 10, 15, 18, 15, 12, 15, 10, 10, 10]",120,107.0,0,1,none,"[3, 15, 12, 10, 8, 8, 15, 12, 12, 8]",103,95.0,0,2,none,"[8, 15, 12, 15, 12, 15, 10, 12, 15, 10]",124,140.0,0,2,none,"[18, 15, 12, 18, 12, 12, 10, 16, 18, 10]",141,93.4,0,2
gemma2-9b-it,P_cn_neutral_7,P,cn,neutral,none,4,10,20,0.4,12.275,"[9.5, 12.5, 12.25, 13.25, 13.0, 14.5, 9.25, 10.75, 13.25, 14.5]",105.0,none,"[20, 15, 10, 15, 10, 15, 12, 8, 20, 18]",143,60.0,0,1,none,"[8, 15, 12, 18, 15, 15, 10, 10, 10, 15]",128,96.4,0,2,none,"[5, 12, 15, 10, 12, 16, 10, 15, 5, 15]",115,125.4,0,1,none,"[5, 8, 12, 10, 15, 12, 5, 10, 18, 10]",105,66.0,0,3
gemma2-9b-it,P_cn_neutral_8,P,cn,neutral,none,4,10,20,0.4,12.95,"[7.0, 10.5, 15.75, 14.0, 15.0, 13.25, 14.75, 10.75, 15.0, 13.5]",111.0,none,"[5, 10, 15, 18, 12, 15, 16, 15, 18, 15]",139,142.2,0,0,none,"[5, 12, 15, 18, 18, 15, 12, 10, 12, 15]",132,141.2,0,2,none,"[10, 8, 15, 10, 12, 15, 16, 10, 18, 12]",126,114.2,0,0,none,"[8, 12, 18, 10, 18, 8, 15, 8, 12, 12]",121,82.6,0,3
gemma2-9b-it,P_cn_neutral_9,P,cn,neutral,none,4,10,20,0.4,11.3,"[8.25, 12.5, 12.5, 11.0, 13.75, 11.25, 12.25, 10.5, 11.5, 9.5]",107.0,none,"[10, 12, 12, 12, 10, 10, 15, 12, 15, 10]",118,75.2,0,5,none,"[5, 15, 18, 8, 15, 12, 12, 10, 12, 15]",122,83.2,0,2,none,"[8, 8, 10, 12, 15, 8, 12, 10, 1, 5]",89,98.4,0,1,none,"[10, 15, 10, 12, 15, 15, 10, 10, 18, 8]",123,90.2,0,1
