model,game_id,treatment,language,personality_condition,society,n_players,n_periods,endowment,mpcr,mean_contribution,mean_contribution_by_period,antisocial_punishment_total,agent1_personality,agent1_contributions,agent1_total_contributed,agent1_total_earnings,agent1_contrib_fallbacks,agent1_punish_fallbacks,agent2_personality,agent2_contributions,agent2_total_contributed,agent2_total_earnings,agent2_contrib_fallbacks,agent2_punish_fallbacks,agent3_personality,agent3_contributions,agent3_total_contributed,agent3_total_earnings,agent3_contrib_fallbacks,agent3_punish_fallbacks,agent4_personality,agent4_contributions,agent4_total_contributed,agent4_total_earnings,agent4_contrib_fallbacks,agent4_punish_fallbacks
gemma2-9b-it,N_vn_neutral_0,N,vn,neutral,none,4,10,20,0.4,10.475,"[4.5, 10.0, 8.75, 10.75, 9.0, 11.75, 12.5, 9.5, 13.75, 14.25]",0.0,none,"[0, 5, 3, 15, 8, 12, 10, 10, 18, 10]",91,276.6,1,0,none,"[5, 10, 20, 10, 8, 10, 12, 10, 10, 15]",110,257.6,0,0,none,"[5, 15, 12, 10, 10, 15, 10, 8, 15, 20]",120,247.6,0,0,none,"[8, 10, 0, 8, 10, 10, 18, 10, 12, 12]",98,269.6,1,0
gemma2-9b-it,N_vn_neutral_1,N,vn,neutral,none,4,10,20,0.4,11.925,"[5.75, 12.5, 11.75, 14.25, 11.25, 14.75, 16.5, 11.75, 10.75, 10.0]",0.0,none,"[5, 10, 15, 12, 10, 12, 15, 15, 20, 18]",132,258.8,0,0,none,"[5, 15, 12, 15, 10, 12, 15, 12, 10, 0]",106,284.8,0,0,none,"[8, 10, 8, 15, 10, 15, 18, 10, 8, 12]",114,276.8,0,0,none,"[5, 15, 12, 15, 15, 20, 18, 10, 5, 10]",125,265.8,0,0
gemma2-9b-it,N_vn_neutral_2,N,vn,neutral,none,4,10,20,0.4,13.3,"[3.75, 8.75, 15.75, 13.0, 13.75, 16.5, 15.0, 15.5, 16.5, 14.5]",0.0,none,"[0, 10, 15, 10, 18, 15, 15, 15, 15, 15]",128,284.8,1,0,none,"[5, 10, 18, 12, 12, 15, 15, 20, 15, 10]",132,280.8,0,0,none,"[5, 5, 15, 15, 10, 18, 15, 12, 18, 15]",128,284.8,0,0,none,"[5, 10, 15, 15, 15, 18, 15, 15, 18, 18]",144,268.8,0,0
gemma2-9b-it,N_vn_neutral_3,N,vn,neutral,none,4,10,20,0.4,12.625,"[5.0, 7.75, 13.75, 14.5, 14.25, 15.0, 12.0, 15.0, 16.25, 12.75]",0.0,none,"[5, 5, 10, 15, 12, 15, 8, 15, 15, 8]",108,294.0,0,0,none,"[5, 10, 15, 15, 15, 20, 10, 15, 15, 18]",138,264.0,0,0,none,"[5, 10, 15, 18, 15, 15, 15, 12, 20, 10]",135,267.0,0,0,none,"[5, 6, 15, 10, 15, 10, 15, 18, 15, 15]",124,278.0,0,0
gemma2-9b-it,N_vn_neutral_4,N,vn,neutral,none,4,10,20,0.4,12.1,"[6.25, 7.5, 10.5, 13.0, 14.5, 16.5, 13.75, 11.75, 14.5, 12.75]",0.0,none,"[10, 15, 10, 15, 10, 18, 10, 12, 10, 0]",110,283.6,0,0,none,"[5, 5, 12, 15, 18, 12, 15, 10, 10, 18]",120,273.6,0,0,none,"[5, 5, 15, 10, 15, 18, 12, 10, 20, 18]",128,265.6,0,0,none,"[5, 5, 5, 12, 15, 18, 18, 15, 18, 15]",126,267.6,0,0
gemma2-9b-it,N_vn_neutral_5,N,vn,neutral,none,4,10,20,0.4,11.8,"[5.75, 10.0, 12.5, 13.0, 13.75, 13.0, 11.75, 15.25, 10.75, 12.25]",0.0,none,"[5, 15, 10, 10, 18, 10, 10, 12, 5, 12]",107,281.8,0,0,none,"[5, 10, 15, 15, 10, 12, 10, 15, 10, 10]",112,276.8,0,0,none,"[8, 5, 10, 15, 12, 15, 12, 18, 10, 10]",115,273.8,0,0,none,"[5, 10, 15, 12, 15, 15, 15, 16, 18, 17]",138,250.8,0,0
gemma2-9b-it,N_vn_neutral_6,N,vn,neutral,none,4,10,20,0.4,11.95,"[6.0, 10.25, 13.0, 13.5, 16.25, 13.75, 12.5, 12.0, 12.0, 10.25]",0.0,none,"[5, 15, 12, 15, 15, 17, 15, 10, 15, 15]",134,257.2,0,0,none,"[8, 10, 12, 12, 18, 16, 10, 8, 10, 12]",116,275.2,0,0,none,"[1, 1, 10, 15, 17, 12, 10, 15, 18, 12]",111,280.2,1,0,none,"[10, 15, 18, 12, 15, 10, 15, 15, 5, 2]",117,274.2,0,0
gemma2-9b-it,N_vn_neutral_7,N,vn,neutral,none,4,10,20,0.4,12.8,"[2.5, 12.5, 11.75, 14.25, 14.25, 13.75, 13.75, 13.25, 15.25, 16.75]",0.0,none,"[5, 10, 15, 15, 15, 15, 10, 15, 18, 12]",130,274.8,0,0,none,"[5, 10, 12, 15, 15, 15, 10, 13, 15, 15]",125,279.8,0,0,none,"[0, 10, 10, 15, 15, 10, 15, 10, 18, 20]",123,281.8,1,0,none,"[0, 20, 10, 12, 12, 15, 20, 15, 10, 20]",134,270.8,1,0
gemma2-9b-it,N_vn_neutral_8,N,vn,neutral,none,4,10,20,0.4,11.75,"[6.25, 12.0, 13.25, 12.0, 11.0, 10.5, 10.0, 11.75, 15.0, 15.75]",0.0,none,"[10, 10, 15, 10, 10, 10, 10, 10, 20, 15]",120,268.0,0,0,none,"[5, 8, 12, 10, 12, 10, 10, 10, 20, 18]",115,273.0,0,0,none,"[5, 12, 16, 16, 14, 10, 5, 12, 10, 10]",110,278.0,0,0,none,"[5, 18, 10, 12, 8, 12, 15, 15, 10, 20]",125,263.0,0,0
gemma2-9b-it,N_vn_neutral_9,N,vn,neutral,none,4,10,20,0.4,11.725,"[3.75, 9.5, 11.25, 14.5, 11.75, 13.0, 13.5, 13.75, 13.75, 12.5]",0.0,none,"[5, 15, 10, 12, 10, 12, 12, 15, 12, 10]",113,274.6,0,0,none,"[0, 10, 15, 15, 15, 15, 15, 10, 18, 18]",131,256.6,1,0,none,"[5, 8, 10, 16, 10, 10, 12, 15, 10, 12]",108,279.6,0,0,none,"[5, 5, 10, 15, 12, 15, 15, 15, 15, 10]",117,270.6,0,0
