model,game_id,treatment_loss_prob,language,personality_condition,framing,n_players,n_rounds,endowment,target,group_total,reached_target,loss_triggered,random_draw,round_totals,agent1_personality,agent1_contributions,agent1_total,agent1_savings,agent1_payoff,agent1_parse_fallbacks,agent2_personality,agent2_contributions,agent2_total,agent2_savings,agent2_payoff,agent2_parse_fallbacks,agent3_personality,agent3_contributions,agent3_total,agent3_savings,agent3_payoff,agent3_parse_fallbacks,agent4_personality,agent4_contributions,agent4_total,agent4_savings,agent4_payoff,agent4_parse_fallbacks,agent5_personality,agent5_contributions,agent5_total,agent5_savings,agent5_payoff,agent5_parse_fallbacks,agent6_personality,agent6_contributions,agent6_total,agent6_savings,agent6_payoff,agent6_parse_fallbacks
qwen25-7b-instruct,p50_climate_en_neutral_0,50,en,neutral,climate,6,10,40,120,188,True,False,0.048653,"[12, 16, 16, 22, 22, 22, 18, 22, 18, 20]",none,"[2, 2, 2, 4, 4, 2, 4, 4, 4, 2]",30,10,10,0,none,"[2, 2, 4, 4, 4, 4, 4, 4, 4, 4]",36,4,4,0,none,"[2, 4, 4, 4, 4, 4, 2, 4, 2, 2]",32,8,8,0,none,"[2, 2, 2, 4, 2, 4, 2, 2, 0, 4]",24,16,16,0,none,"[2, 4, 2, 4, 4, 4, 2, 4, 4, 4]",34,6,6,0,none,"[2, 2, 2, 2, 4, 4, 4, 4, 4, 4]",32,8,8,0
qwen25-7b-instruct,p50_climate_en_neutral_1,50,en,neutral,climate,6,10,40,120,186,True,False,0.724335,"[16, 16, 22, 20, 22, 20, 18, 20, 20, 12]",none,"[2, 2, 4, 4, 4, 4, 4, 4, 2, 0]",30,10,10,0,none,"[4, 4, 4, 4, 4, 2, 4, 4, 4, 4]",38,2,2,0,none,"[4, 4, 4, 4, 2, 4, 2, 2, 4, 2]",32,8,8,0,none,"[2, 2, 2, 2, 4, 4, 2, 4, 2, 2]",26,14,14,0,none,"[2, 2, 4, 4, 4, 4, 4, 4, 4, 4]",36,4,4,0,none,"[2, 2, 4, 2, 4, 2, 2, 2, 4, 0]",24,16,16,0
qwen25-7b-instruct,p50_climate_en_neutral_2,50,en,neutral,climate,6,10,40,120,188,True,False,0.389701,"[12, 16, 20, 20, 20, 22, 22, 20, 16, 20]",none,"[2, 2, 4, 4, 4, 4, 4, 4, 4, 0]",32,8,8,0,none,"[2, 2, 4, 2, 4, 4, 4, 0, 2, 4]",28,12,12,0,none,"[2, 4, 2, 2, 4, 4, 4, 4, 0, 4]",30,10,10,0,none,"[2, 4, 4, 4, 4, 4, 4, 4, 2, 4]",36,4,4,0,none,"[2, 2, 2, 4, 2, 2, 4, 4, 4, 4]",30,10,10,0,none,"[2, 2, 4, 4, 2, 4, 2, 4, 4, 4]",32,8,8,0
qwen25-7b-instruct,p50_climate_en_neutral_3,50,en,neutral,climate,6,10,40,120,188,True,False,0.068888,"[10, 18, 22, 22, 22, 16, 18, 20, 22, 18]",none,"[2, 4, 4, 4, 2, 2, 4, 2, 4, 2]",30,10,10,0,none,"[2, 2, 4, 2, 4, 4, 4, 4, 4, 0]",30,10,10,0,none,"[0, 2, 2, 4, 4, 2, 4, 2, 4, 4]",28,12,12,0,none,"[2, 4, 4, 4, 4, 4, 2, 4, 2, 4]",34,6,6,0,none,"[2, 4, 4, 4, 4, 2, 2, 4, 4, 4]",34,6,6,0,none,"[2, 2, 4, 4, 4, 2, 2, 4, 4, 4]",32,8,8,0
qwen25-7b-instruct,p50_climate_en_neutral_4,50,en,neutral,climate,6,10,40,120,184,True,False,0.52083,"[12, 16, 16, 14, 22, 22, 22, 20, 24, 16]",none,"[2, 4, 2, 2, 4, 4, 4, 4, 4, 0]",30,10,10,0,none,"[2, 2, 4, 2, 4, 4, 2, 4, 4, 4]",32,8,8,0,none,"[2, 4, 4, 2, 2, 4, 4, 0, 4, 0]",26,14,14,0,none,"[2, 2, 2, 4, 4, 4, 4, 4, 4, 4]",34,6,6,0,none,"[2, 2, 2, 2, 4, 2, 4, 4, 4, 4]",30,10,10,0,none,"[2, 2, 2, 2, 4, 4, 4, 4, 4, 4]",32,8,8,0
qwen25-7b-instruct,p50_climate_en_neutral_5,50,en,neutral,climate,6,10,40,120,182,True,False,0.696242,"[18, 14, 18, 18, 22, 18, 20, 16, 16, 22]",none,"[2, 2, 4, 4, 4, 4, 4, 4, 4, 2]",34,6,6,0,none,"[4, 2, 4, 4, 4, 4, 2, 4, 2, 4]",34,6,6,0,none,"[2, 2, 2, 2, 4, 2, 2, 2, 0, 4]",22,18,18,0,none,"[2, 2, 2, 4, 4, 2, 4, 0, 2, 4]",26,14,14,0,none,"[4, 2, 4, 2, 2, 2, 4, 2, 4, 4]",30,10,10,0,none,"[4, 4, 2, 2, 4, 4, 4, 4, 4, 4]",36,4,4,0
qwen25-7b-instruct,p50_climate_en_neutral_6,50,en,neutral,climate,6,10,40,120,190,True,False,0.304845,"[12, 22, 20, 16, 24, 22, 20, 20, 14, 20]",none,"[2, 4, 2, 2, 4, 4, 4, 4, 2, 4]",32,8,8,0,none,"[2, 4, 2, 2, 4, 4, 4, 4, 2, 4]",32,8,8,0,none,"[2, 2, 4, 2, 4, 4, 4, 2, 2, 0]",26,14,14,0,none,"[2, 4, 4, 2, 4, 2, 4, 2, 4, 4]",32,8,8,0,none,"[2, 4, 4, 4, 4, 4, 2, 4, 4, 4]",36,4,4,0,none,"[2, 4, 4, 4, 4, 4, 2, 4, 0, 4]",32,8,8,0
qwen25-7b-instruct,p50_climate_en_neutral_7,50,en,neutral,climate,6,10,40,120,180,True,False,0.019594,"[18, 22, 16, 24, 24, 22, 20, 8, 18, 8]",none,"[4, 4, 4, 4, 4, 2, 4, 0, 4, 0]",30,10,10,0,none,"[2, 4, 2, 4, 4, 4, 0, 0, 0, 0]",20,20,20,0,none,"[4, 4, 2, 4, 4, 4, 4, 2, 4, 2]",34,6,6,0,none,"[2, 2, 4, 4, 4, 4, 4, 0, 4, 4]",32,8,8,0,none,"[2, 4, 2, 4, 4, 4, 4, 4, 2, 0]",30,10,10,0,none,"[4, 4, 2, 4, 4, 4, 4, 2, 4, 2]",34,6,6,0
qwen25-7b-instruct,p50_climate_en_neutral_8,50,en,neutral,climate,6,10,40,120,188,True,False,0.869644,"[12, 14, 18, 20, 24, 16, 20, 20, 20, 24]",none,"[2, 2, 4, 4, 4, 2, 2, 4, 4, 4]",32,8,8,0,none,"[2, 4, 4, 2, 4, 4, 4, 4, 2, 4]",34,6,6,0,none,"[2, 2, 2, 2, 4, 2, 4, 2, 4, 4]",28,12,12,0,none,"[2, 2, 4, 4, 4, 2, 2, 2, 2, 4]",28,12,12,0,none,"[2, 2, 2, 4, 4, 4, 4, 4, 4, 4]",34,6,6,0,none,"[2, 2, 2, 4, 4, 2, 4, 4, 4, 4]",32,8,8,0
qwen25-7b-instruct,p50_climate_en_neutral_9,50,en,neutral,climate,6,10,40,120,192,True,False,0.913066,"[12, 18, 20, 22, 22, 18, 24, 14, 20, 22]",none,"[2, 2, 4, 4, 4, 2, 4, 4, 4, 4]",34,6,6,0,none,"[2, 2, 2, 4, 4, 4, 4, 4, 4, 4]",34,6,6,0,none,"[2, 4, 4, 2, 2, 4, 4, 0, 4, 4]",30,10,10,0,none,"[2, 2, 2, 4, 4, 2, 4, 4, 4, 4]",32,8,8,0,none,"[2, 4, 4, 4, 4, 4, 4, 0, 0, 2]",28,12,12,0,none,"[2, 4, 4, 4, 4, 2, 4, 2, 4, 4]",34,6,6,0
qwen25-7b-instruct,p50_climate_en_cooperative_0,50,en,cooperative,climate,6,10,40,120,200,True,False,0.118555,"[14, 20, 24, 22, 20, 22, 24, 16, 24, 14]",cooperative,"[2, 2, 4, 4, 4, 4, 4, 0, 4, 0]",28,12,12,0,cooperative,"[2, 4, 4, 4, 4, 4, 4, 4, 4, 4]",38,2,2,0,cooperative,"[4, 4, 4, 4, 0, 2, 4, 4, 4, 4]",34,6,6,0,cooperative,"[2, 2, 4, 2, 4, 4, 4, 4, 4, 0]",30,10,10,0,cooperative,"[2, 4, 4, 4, 4, 4, 4, 4, 4, 4]",38,2,2,0,cooperative,"[2, 4, 4, 4, 4, 4, 4, 0, 4, 2]",32,8,8,0
qwen25-7b-instruct,p50_climate_en_cooperative_1,50,en,cooperative,climate,6,10,40,120,202,True,False,0.095451,"[14, 16, 20, 24, 20, 18, 22, 22, 24, 22]",cooperative,"[2, 2, 2, 4, 2, 2, 4, 4, 4, 4]",30,10,10,0,cooperative,"[2, 2, 4, 4, 2, 4, 4, 4, 4, 4]",34,6,6,0,cooperative,"[2, 4, 2, 4, 4, 4, 4, 4, 4, 2]",34,6,6,0,cooperative,"[4, 4, 4, 4, 4, 2, 2, 4, 4, 4]",36,4,4,0,cooperative,"[2, 2, 4, 4, 4, 4, 4, 4, 4, 4]",36,4,4,0,cooperative,"[2, 2, 4, 4, 4, 2, 4, 2, 4, 4]",32,8,8,0
qwen25-7b-instruct,p50_climate_en_cooperative_2,50,en,cooperative,climate,6,10,40,120,200,True,False,0.421418,"[14, 24, 22, 22, 20, 22, 16, 20, 22, 18]",cooperative,"[2, 4, 2, 4, 2, 4, 2, 4, 4, 4]",32,8,8,0,cooperative,"[2, 4, 4, 4, 4, 4, 0, 4, 4, 4]",34,6,6,0,cooperative,"[4, 4, 4, 4, 4, 4, 2, 4, 2, 4]",36,4,4,0,cooperative,"[2, 4, 4, 4, 4, 4, 4, 2, 4, 0]",32,8,8,0,cooperative,"[2, 4, 4, 4, 4, 4, 4, 4, 4, 4]",38,2,2,0,cooperative,"[2, 4, 4, 2, 2, 2, 4, 2, 4, 2]",28,12,12,0
