model,game_id,treatment_loss_prob,language,personality_condition,framing,n_players,n_rounds,endowment,target,group_total,reached_target,loss_triggered,random_draw,round_totals,agent1_personality,agent1_contributions,agent1_total,agent1_savings,agent1_payoff,agent1_parse_fallbacks,agent2_personality,agent2_contributions,agent2_total,agent2_savings,agent2_payoff,agent2_parse_fallbacks,agent3_personality,agent3_contributions,agent3_total,agent3_savings,agent3_payoff,agent3_parse_fallbacks,agent4_personality,agent4_contributions,agent4_total,agent4_savings,agent4_payoff,agent4_parse_fallbacks,agent5_personality,agent5_contributions,agent5_total,agent5_savings,agent5_payoff,agent5_parse_fallbacks,agent6_personality,agent6_contributions,agent6_total,agent6_savings,agent6_payoff,agent6_parse_fallbacks
qwen25-7b-instruct,p10_climate_ar_neutral_0,10,ar,neutral,climate,6,10,40,120,160,True,False,0.257761,"[16, 14, 16, 18, 16, 14, 16, 18, 16, 16]",none,"[2, 2, 2, 2, 2, 2, 4, 4, 2, 2]",24,16,16,0,none,"[2, 2, 4, 4, 2, 2, 2, 2, 2, 4]",26,14,14,0,none,"[2, 2, 2, 2, 4, 2, 4, 2, 0, 2]",22,18,18,0,none,"[4, 2, 2, 4, 4, 2, 2, 4, 4, 4]",32,8,8,0,none,"[4, 4, 4, 4, 2, 2, 2, 4, 4, 2]",32,8,8,0,none,"[2, 2, 2, 2, 2, 4, 2, 2, 4, 2]",24,16,16,0
qwen25-7b-instruct,p10_climate_ar_neutral_1,10,ar,neutral,climate,6,10,40,120,166,True,False,0.955307,"[12, 12, 16, 18, 16, 18, 20, 18, 20, 16]",none,"[2, 2, 4, 2, 2, 4, 4, 4, 4, 2]",30,10,10,0,none,"[2, 2, 4, 4, 4, 4, 2, 2, 2, 4]",30,10,10,0,none,"[2, 2, 2, 4, 2, 2, 4, 4, 4, 4]",30,10,10,0,none,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",20,20,20,0,none,"[2, 2, 2, 2, 2, 2, 4, 4, 4, 0]",24,16,16,0,none,"[2, 2, 2, 4, 4, 4, 4, 2, 4, 4]",32,8,8,0
qwen25-7b-instruct,p10_climate_ar_neutral_2,10,ar,neutral,climate,6,10,40,120,162,True,False,0.745755,"[10, 12, 12, 14, 18, 20, 20, 20, 18, 18]",none,"[2, 2, 2, 2, 2, 4, 4, 2, 4, 2]",26,14,14,0,none,"[2, 2, 2, 4, 4, 4, 4, 4, 4, 2]",32,8,8,0,none,"[2, 2, 2, 2, 4, 2, 2, 2, 0, 4]",22,18,18,0,none,"[0, 2, 2, 2, 2, 4, 4, 4, 2, 4]",26,14,14,0,none,"[2, 2, 2, 2, 4, 2, 4, 4, 4, 4]",30,10,10,0,none,"[2, 2, 2, 2, 2, 4, 2, 4, 4, 2]",26,14,14,0
qwen25-7b-instruct,p10_climate_ar_neutral_3,10,ar,neutral,climate,6,10,40,120,170,True,False,0.801871,"[12, 12, 14, 16, 20, 24, 18, 18, 16, 20]",none,"[2, 2, 4, 4, 4, 4, 2, 2, 4, 4]",32,8,8,0,none,"[2, 2, 2, 2, 4, 4, 2, 4, 2, 2]",26,14,14,0,none,"[2, 2, 2, 2, 2, 4, 4, 4, 4, 4]",30,10,10,0,none,"[2, 2, 2, 4, 2, 4, 4, 2, 2, 2]",26,14,14,0,none,"[2, 2, 2, 2, 4, 4, 4, 2, 2, 4]",28,12,12,0,none,"[2, 2, 2, 2, 4, 4, 2, 4, 2, 4]",28,12,12,0
qwen25-7b-instruct,p10_climate_ar_neutral_4,10,ar,neutral,climate,6,10,40,120,182,True,False,0.747763,"[12, 16, 14, 20, 20, 14, 20, 22, 22, 22]",none,"[2, 2, 2, 2, 4, 2, 2, 4, 4, 4]",28,12,12,0,none,"[2, 4, 4, 4, 4, 4, 2, 4, 4, 4]",36,4,4,0,none,"[2, 2, 2, 2, 4, 2, 4, 4, 4, 4]",30,10,10,0,none,"[2, 2, 2, 4, 4, 2, 4, 4, 4, 2]",30,10,10,0,none,"[2, 2, 2, 4, 2, 2, 4, 2, 4, 4]",28,12,12,0,none,"[2, 4, 2, 4, 2, 2, 4, 4, 2, 4]",30,10,10,0
qwen25-7b-instruct,p10_climate_ar_neutral_5,10,ar,neutral,climate,6,10,40,120,174,True,False,0.200724,"[12, 14, 14, 20, 16, 16, 20, 22, 20, 20]",none,"[2, 2, 2, 4, 2, 2, 4, 4, 4, 2]",28,12,12,0,none,"[2, 2, 2, 2, 2, 4, 2, 4, 2, 4]",26,14,14,0,none,"[2, 2, 2, 4, 2, 2, 4, 4, 2, 4]",28,12,12,0,none,"[2, 2, 4, 4, 4, 2, 4, 4, 4, 4]",34,6,6,0,none,"[2, 2, 2, 4, 4, 4, 4, 2, 4, 4]",32,8,8,0,none,"[2, 4, 2, 2, 2, 2, 2, 4, 4, 2]",26,14,14,0
qwen25-7b-instruct,p10_climate_ar_neutral_6,10,ar,neutral,climate,6,10,40,120,168,True,False,0.691128,"[14, 16, 16, 14, 20, 20, 16, 20, 18, 14]",none,"[2, 2, 2, 4, 4, 2, 4, 4, 2, 4]",30,10,10,0,none,"[2, 2, 4, 2, 4, 4, 4, 2, 0, 2]",26,14,14,0,none,"[2, 4, 2, 2, 4, 4, 2, 4, 4, 4]",32,8,8,0,none,"[2, 2, 2, 2, 2, 4, 2, 4, 4, 0]",24,16,16,0,none,"[4, 4, 2, 2, 4, 2, 2, 4, 4, 0]",28,12,12,0,none,"[2, 2, 4, 2, 2, 4, 2, 2, 4, 4]",28,12,12,0
qwen25-7b-instruct,p10_climate_ar_neutral_7,10,ar,neutral,climate,6,10,40,120,180,True,False,0.128306,"[16, 16, 20, 20, 20, 20, 18, 16, 12, 22]",none,"[2, 2, 2, 2, 4, 2, 4, 2, 2, 4]",26,14,14,0,none,"[2, 2, 4, 4, 4, 2, 4, 2, 2, 4]",30,10,10,0,none,"[4, 4, 4, 4, 2, 4, 4, 4, 2, 4]",36,4,4,0,none,"[4, 4, 4, 4, 4, 4, 2, 4, 2, 4]",36,4,4,0,none,"[2, 2, 2, 2, 2, 4, 2, 2, 2, 2]",22,18,18,0,none,"[2, 2, 4, 4, 4, 4, 2, 2, 2, 4]",30,10,10,0
qwen25-7b-instruct,p10_climate_ar_neutral_8,10,ar,neutral,climate,6,10,40,120,142,True,False,0.147885,"[12, 14, 12, 12, 14, 14, 12, 16, 18, 18]",none,"[2, 2, 2, 2, 4, 2, 2, 4, 4, 2]",26,14,14,0,none,"[2, 2, 4, 2, 2, 2, 2, 2, 2, 4]",24,16,16,0,none,"[2, 4, 0, 2, 2, 4, 2, 4, 2, 2]",24,16,16,0,none,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",20,20,20,0,none,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 4]",24,16,16,0,none,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 4]",24,16,16,0
qwen25-7b-instruct,p10_climate_ar_neutral_9,10,ar,neutral,climate,6,10,40,120,174,True,False,0.674085,"[14, 14, 16, 14, 16, 22, 20, 22, 16, 20]",none,"[2, 4, 2, 4, 2, 4, 2, 4, 2, 2]",28,12,12,0,none,"[2, 2, 2, 2, 2, 4, 4, 4, 2, 2]",26,14,14,0,none,"[2, 2, 2, 2, 4, 4, 4, 2, 4, 4]",30,10,10,0,none,"[4, 2, 2, 2, 2, 4, 4, 4, 2, 4]",30,10,10,0,none,"[2, 2, 4, 2, 4, 2, 4, 4, 2, 4]",30,10,10,0,none,"[2, 2, 4, 2, 2, 4, 2, 4, 4, 4]",30,10,10,0
